ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
116	"ENSG00000160216"	"AGPAT3"	chr21	+	43978045	43978121	43971387	43971490	43980988	43981187	116	8,9,7,2,6	1,2,0,0,0	24,29,38,20,31	4,3,3,4,4	175	99	0.000296581461784	0.008942158435066652	0.819,0.718,1.0,1.0,1.0	0.772,0.845,0.878,0.739,0.814	0.098
119	"ENSG00000160214"	"RRP1"	chr21	+	43795188	43795250	43792930	43793404	43797421	43797537	119	6,5,1,4,1	0,0,0,1,0	1,3,2,1,0	0,0,0,0,0	161	99	1	1.0	1.0,1.0,1.0,0.711,1.0	1.0,1.0,1.0,1.0,NA	-0.058
120	"ENSG00000160213"	"CSTB"	chr21	-	43774657	43774759	43772510	43774330	43776203	43776445	120	4,22,16,6,11	0,0,0,0,0	99,129,229,193,126	0,1,0,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.985,1.0,1.0,1.0	0.003
122	"ENSG00000160209"	"PDXK"	chr21	+	43732138	43732647	43719222	43719381	43734068	43734123	122	0,0,0,0,0	7,7,4,10,7	2,0,0,1,0	23,12,33,21,23	198	99	1	1.0	0.0,0.0,0.0,0.0,0.0	0.042,0.0,0.0,0.023,0.0	-0.013
124	"ENSG00000160209"	"PDXK"	chr21	+	43734068	43734123	43719093	43719381	43741666	43741771	124	12,10,10,13,11	0,0,0,0,0	38,32,52,35,37	0,1,1,1,0	154	99	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.954,0.971,0.957,1.0	0.024
125	"ENSG00000160209"	"PDXK"	chr21	+	43741666	43741771	43734068	43734123	43746078	43746125	125	9,6,9,7,7	0,0,0,0,0	32,26,39,28,28	0,0,1,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.951,1.0,1.0	0.01
126	"ENSG00000160209"	"PDXK"	chr21	+	43743668	43743807	43741666	43741771	43746078	43746125	126	7,7,4,4,4	0,0,1,0,0	26,31,47,27,42	0,0,0,2,0	198	99	1	1.0	1.0,1.0,0.667,1.0,1.0	1.0,1.0,1.0,0.871,1.0	-0.041
127	"ENSG00000160209"	"PDXK"	chr21	+	43743723	43743807	43741475	43741771	43746078	43746125	127	13,9,10,11,18	0,0,1,0,0	60,61,95,54,68	0,0,0,2,0	183	99	1	1.0	1.0,1.0,0.844,1.0,1.0	1.0,1.0,1.0,0.936,1.0	-0.018
128	"ENSG00000160209"	"PDXK"	chr21	+	43752517	43752629	43750499	43750545	43753582	43753594	128	12,21,14,19,18	4,0,2,1,0	62,70,90,54,79	2,1,3,1,0	198	99	0.34609185041	1.0	0.6,1.0,0.778,0.905,1.0	0.939,0.972,0.937,0.964,1.0	-0.106
129	"ENSG00000160208"	"RRP1B"	chr21	+	43675033	43675163	43674635	43674697	43676271	43676336	129	18,18,11,13,16	0,0,0,1,0	7,12,2,2,4	0,0,0,0,0	198	99	1	1.0	1.0,1.0,1.0,0.867,1.0	1.0,1.0,1.0,1.0,1.0	-0.027
130	"ENSG00000160208"	"RRP1B"	chr21	+	43686803	43686935	43685769	43685789	43690287	43690440	130	10,12,8,6,9	0,0,0,3,1	0,3,3,5,3	0,0,0,0,3	198	99	1	1.0	1.0,1.0,1.0,0.5,0.818	NA,1.0,1.0,1.0,0.333	0.03
131	"ENSG00000160208"	"RRP1B"	chr21	+	43687515	43688240	43686131	43686935	43690287	43690440	131	14,13,12,22,15	0,0,0,0,0	3,2,7,1,9	0,1,0,1,1	198	99	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.5,1.0,0.333,0.818	0.27
132	"ENSG00000160208"	"RRP1B"	chr21	+	43691438	43691502	43690287	43690440	43693189	43696077	132	19,23,31,19,33	0,0,0,0,0	5,9,11,3,6	0,0,0,1,0	163	99	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.646,1.0	0.071
135	"ENSG00000160199"	"PKNOX1"	chr21	+	43010052	43010224	43007490	43007618	43013067	43013238	135	8,7,4,6,2	0,0,0,1,0	7,8,8,13,4	1,0,0,0,0	198	99	1	1.0	1.0,1.0,1.0,0.75,1.0	0.778,1.0,1.0,1.0,1.0	-0.006
136	"ENSG00000160194"	"NDUFV3"	chr21	+	42896926	42897047	42893267	42893381	42903181	42904276	136	11,7,6,13,6	1,0,0,0,0	24,33,15,25,25	0,0,0,0,0	198	99	1	1.0	0.846,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.031
137	"ENSG00000160194"	"NDUFV3"	chr21	+	42896926	42897047	42893267	42893381	42908863	42913304	137	13,14,8,21,17	0,0,0,0,1	42,39,44,37,40	3,0,2,0,0	198	99	0.829472670859	1.0	1.0,1.0,1.0,1.0,0.895	0.875,1.0,0.917,1.0,1.0	0.021
138	"ENSG00000160194"	"NDUFV3"	chr21	+	42903181	42904276	42896926	42897047	42908863	42909105	138	0,5,0,4,2	2,7,2,10,11	5,16,6,12,9	19,14,32,20,21	198	99	0.134714009282	1.0	0.0,0.263,0.0,0.167,0.083	0.116,0.364,0.086,0.231,0.176	-0.092
160	"ENSG00000157617"	"C2CD2"	chr21	-	41906991	41907166	41905723	41905837	41907659	41907784	160	0,1,0,2,0	0,0,0,0,0	0,1,4,1,1	0,0,1,0,0	198	99	1	1.0	NA,1.0,NA,1.0,NA	NA,1.0,0.667,1.0,1.0	0.083
161	"ENSG00000157617"	"C2CD2"	chr21	-	41907659	41907784	41905723	41905837	41912331	41912440	161	0,0,0,0,0	1,0,0,0,0	0,0,1,1,0	1,0,0,1,0	198	99	1	1.0	0.0,NA,NA,NA,NA	0.0,NA,1.0,0.333,NA	-0.444
162	"ENSG00000157617"	"C2CD2"	chr21	-	41909458	41909523	41907659	41907784	41912331	41912440	162	0,2,1,0,0	0,0,0,0,0	0,1,0,0,0	0,0,0,1,0	164	99	1	1.0	NA,1.0,1.0,NA,NA	NA,1.0,NA,0.0,NA	0.5
163	"ENSG00000157617"	"C2CD2"	chr21	-	41921971	41922085	41918855	41918960	41926571	41926672	163	2,1,4,3,3	1,0,0,0,1	0,2,1,3,0	0,0,0,0,0	198	99	1	1.0	0.5,1.0,1.0,1.0,0.6	NA,1.0,1.0,1.0,NA	-0.18
164	"ENSG00000157617"	"C2CD2"	chr21	-	41921971	41922085	41918855	41918960	41942146	41942160	164	0,1,4,2,0	0,0,0,0,0	0,6,1,3,0	1,0,0,0,0	198	99	1	1.0	NA,1.0,1.0,1.0,NA	0.0,1.0,1.0,1.0,NA	0.25
171	"ENSG00000183844"	"FAM3B"	chr21	+	41347012	41347100	41345685	41345736	41348591	41348724	171	0,0,1,0,0	0,0,0,0,0	0,3,1,1,5	0,1,0,0,0	187	99	1	1.0	NA,NA,1.0,NA,NA	NA,0.614,1.0,1.0,1.0	0.097
181	"ENSG00000183527"	"PSMG1"	chr21	-	39178448	39178647	39177434	39177571	39180284	39180436	181	4,7,10,3,4	0,2,0,0,0	10,13,18,10,8	1,7,2,0,4	198	99	5.10554254929e-06	0.0003256232245355282	1.0,0.636,1.0,1.0,1.0	0.833,0.481,0.818,1.0,0.5	0.201
182	"ENSG00000183527"	"PSMG1"	chr21	-	39178448	39178647	39177434	39177571	39183251	39183385	182	4,7,10,2,4	0,2,0,1,1	10,12,16,11,8	1,0,0,4,0	198	99	0.51362992485	1.0	1.0,0.636,1.0,0.5,0.667	0.833,1.0,1.0,0.579,1.0	-0.122
183	"ENSG00000183527"	"PSMG1"	chr21	-	39179923	39179986	39178448	39178647	39180284	39180436	183	2,2,3,1,2	0,0,0,1,0	4,1,7,5,2	0,1,2,0,0	162	99	1	1.0	1.0,1.0,1.0,0.379,1.0	1.0,0.379,0.681,1.0,1.0	0.064
184	"ENSG00000183527"	"PSMG1"	chr21	-	39179923	39179986	39178448	39178647	39181771	39181878	184	1,1,3,1,1	0,0,0,0,0	2,0,6,4,1	0,0,0,1,0	162	99	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,NA,1.0,0.71,1.0	0.073
185	"ENSG00000183527"	"PSMG1"	chr21	-	39179923	39179986	39178448	39178647	39183251	39183385	185	1,1,3,1,1	0,0,0,0,0	2,0,6,5,3	0,0,0,1,0	162	99	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,NA,1.0,0.753,1.0	0.062
186	"ENSG00000183527"	"PSMG1"	chr21	-	39180284	39180436	39177434	39177571	39183251	39183385	186	1,2,0,0,2	0,2,0,1,1	6,13,2,1,5	1,0,0,4,0	198	99	1	1.0	1.0,0.333,NA,0.0,0.5	0.75,1.0,1.0,0.111,1.0	-0.314
187	"ENSG00000183527"	"PSMG1"	chr21	-	39180284	39180436	39178448	39178647	39181771	39181878	187	1,0,0,1,0	0,0,0,0,0	4,4,7,6,3	0,0,0,1,0	198	99	1	1.0	1.0,NA,NA,1.0,NA	1.0,1.0,1.0,0.75,1.0	0.05
188	"ENSG00000183527"	"PSMG1"	chr21	-	39180284	39180436	39178448	39178647	39183251	39183385	188	1,0,0,1,2	0,0,0,0,0	5,7,2,1,1	0,0,0,1,0	198	99	1	1.0	1.0,NA,NA,1.0,1.0	1.0,1.0,1.0,0.333,1.0	0.133
189	"ENSG00000183527"	"PSMG1"	chr21	-	39180284	39180436	39179923	39179986	39181771	39181878	189	2,1,0,0,1	0,0,0,0,0	6,4,6,7,4	0,0,1,0,0	198	99	1	1.0	1.0,1.0,NA,NA,1.0	1.0,1.0,0.75,1.0,1.0	0.05
190	"ENSG00000183527"	"PSMG1"	chr21	-	39180284	39180436	39179923	39179986	39183251	39183385	190	2,1,0,0,3	0,0,0,0,0	7,7,1,2,2	0,0,0,1,2	198	99	1	1.0	1.0,1.0,NA,NA,1.0	1.0,1.0,1.0,0.5,0.333	0.233
193	"ENSG00000183527"	"PSMG1"	chr21	-	39181771	39181878	39180284	39180436	39183251	39183451	193	1,0,0,0,0	1,0,0,0,2	6,6,10,8,4	5,6,0,1,1	198	99	1	1.0	0.333,NA,NA,NA,0.0	0.375,0.333,1.0,0.8,0.667	-0.469
202	"ENSG00000157557"	"ETS2"	chr21	+	38806450	38806808	38805950	38806120	38810034	38810106	202	0,0,0,1,0	0,0,0,0,1	10,8,12,7,5	23,35,35,35,18	198	99	1	1.0	NA,NA,NA,1.0,0.0	0.179,0.103,0.146,0.091,0.122	0.372
203	"ENSG00000157557"	"ETS2"	chr21	+	38806690	38806808	38805982	38806120	38810034	38810106	203	0,0,0,1,0	0,0,0,0,1	10,8,11,7,5	23,35,35,35,18	198	99	1	1.0	NA,NA,NA,1.0,0.0	0.179,0.103,0.136,0.091,0.122	0.374
204	"ENSG00000157557"	"ETS2"	chr21	+	38813002	38813114	38810034	38810106	38814272	38814392	204	2,4,0,2,1	0,0,0,0,0	207,233,302,196,193	3,2,3,2,1	198	99	1	1.0	1.0,1.0,NA,1.0,1.0	0.972,0.983,0.981,0.98,0.99	0.019
205	"ENSG00000157557"	"ETS2"	chr21	+	38817007	38817091	38814780	38814981	38818424	38818646	205	2,2,1,0,1	0,0,0,0,0	256,256,387,187,228	0,0,0,1,0	183	99	1	1.0	1.0,1.0,1.0,NA,1.0	1.0,1.0,1.0,0.99,1.0	0.002
206	"ENSG00000157557"	"ETS2"	chr21	+	38818424	38818646	38817007	38817091	38819502	38819766	206	1,4,1,0,2	0,0,0,0,0	276,274,435,204,252	3,2,3,4,2	198	99	1	1.0	1.0,1.0,1.0,NA,1.0	0.979,0.986,0.986,0.962,0.984	0.021
207	"ENSG00000157557"	"ETS2"	chr21	+	38819502	38819766	38818424	38818646	38821585	38821704	207	1,4,0,1,2	0,0,0,0,0	266,259,393,222,240	1,2,2,0,0	198	99	1	1.0	1.0,1.0,NA,1.0,1.0	0.993,0.985,0.99,1.0,1.0	0.006
208	"ENSG00000157557"	"ETS2"	chr21	+	38819502	38819871	38818424	38818646	38821585	38821704	208	0,2,0,0,2	0,0,0,0,0	147,141,231,119,134	1,2,2,0,0	198	99	1	1.0	NA,1.0,NA,NA,1.0	0.987,0.972,0.983,1.0,1.0	0.012
209	"ENSG00000157557"	"ETS2"	chr21	+	38821585	38821704	38819502	38819766	38822673	38823783	209	3,3,0,1,0	0,0,0,0,0	279,259,373,205,206	4,2,8,3,4	198	99	1	1.0	1.0,1.0,NA,1.0,NA	0.972,0.985,0.959,0.972,0.963	0.03
210	"ENSG00000141959"	"PFKL"	chr21	+	44304274	44304455	44300050	44300190	44306680	44306754	210	4,0,0,6,4	32,52,8,42,28	2,0,1,1,1	15,24,23,33,24	198	99	1	1.0	0.059,0.0,0.0,0.067,0.067	0.062,0.0,0.021,0.015,0.02	0.015
211	"ENSG00000141959"	"PFKL"	chr21	+	44305256	44305417	44304274	44304455	44305799	44305935	211	3,1,1,4,1	0,0,1,0,0	1,0,0,1,2	0,0,0,0,0	198	99	1	1.0	1.0,1.0,0.333,1.0,1.0	1.0,NA,NA,1.0,1.0	-0.133
212	"ENSG00000141959"	"PFKL"	chr21	+	44305799	44305935	44304274	44304455	44306680	44306754	212	2,3,2,0,2	2,0,0,1,0	1,0,0,0,0	0,0,0,0,1	198	99	1	1.0	0.333,1.0,1.0,0.0,1.0	1.0,NA,NA,NA,0.0	0.167
213	"ENSG00000141959"	"PFKL"	chr21	+	44305799	44305935	44305256	44305417	44306680	44306754	213	5,4,2,1,3	0,2,2,0,0	2,0,0,1,2	0,1,0,0,0	198	99	1	1.0	1.0,0.5,0.333,1.0,1.0	1.0,0.0,NA,1.0,1.0	0.017
214	"ENSG00000141959"	"PFKL"	chr21	+	44306680	44306754	44300052	44300190	44311005	44311083	214	76,97,32,104,62	0,2,3,1,1	44,56,56,61,52	0,0,0,0,0	173	99	0.759078435546	1.0	1.0,0.965,0.859,0.983,0.973	1.0,1.0,1.0,1.0,1.0	-0.044
215	"ENSG00000141959"	"PFKL"	chr21	+	44306680	44306754	44300052	44300190	44312104	44312294	215	30,43,7,26,27	0,0,0,0,0	20,23,18,28,22	0,0,0,1,2	173	99	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.941,0.863	0.039
216	"ENSG00000141959"	"PFKL"	chr21	+	44306680	44306754	44300052	44300190	44312977	44313143	216	30,40,6,25,24	2,1,1,0,0	13,20,18,25,22	3,2,1,1,0	173	99	0.124336248995	1.0	0.896,0.958,0.774,1.0,1.0	0.713,0.851,0.912,0.935,1.0	0.043
217	"ENSG00000141959"	"PFKL"	chr21	+	44311005	44311083	44300050	44300190	44312104	44312294	217	37,43,34,54,35	0,0,0,0,0	27,31,37,34,30	0,0,0,1,2	177	99	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.95,0.894	0.031
218	"ENSG00000141959"	"PFKL"	chr21	+	44311005	44311083	44300050	44300190	44312977	44313143	218	1,2,3,3,2	2,1,1,0,0	1,0,0,1,0	3,2,1,1,0	177	99	1	1.0	0.219,0.528,0.627,1.0,1.0	0.157,0.0,0.0,0.359,NA	0.546
219	"ENSG00000141959"	"PFKL"	chr21	+	44311005	44311083	44306680	44306754	44312104	44312294	219	87,101,57,131,72	4,4,1,3,4	58,67,75,70,61	7,3,0,3,2	177	99	0.857874006599	1.0	0.924,0.934,0.97,0.961,0.91	0.823,0.926,1.0,0.929,0.945	0.015
220	"ENSG00000141959"	"PFKL"	chr21	+	44311005	44311083	44306680	44306754	44312977	44313143	220	46,52,23,71,30	4,1,0,2,1	25,28,26,34,27	0,0,0,0,2	177	99	0.0910577997851	0.8458661432864937	0.865,0.967,1.0,0.952,0.944	1.0,1.0,1.0,1.0,0.883	-0.031
221	"ENSG00000141959"	"PFKL"	chr21	+	44312104	44312294	44300050	44300190	44312977	44313143	221	69,72,38,73,50	2,1,1,0,0	55,42,56,31,33	3,2,1,1,0	198	99	1	1.0	0.945,0.973,0.95,1.0,1.0	0.902,0.913,0.966,0.939,1.0	0.03
222	"ENSG00000141959"	"PFKL"	chr21	+	44312104	44312294	44306680	44306754	44312977	44313143	222	73,76,39,76,54	4,1,0,2,1	62,45,56,33,33	0,0,0,0,2	198	99	0.115663774431	1.0	0.901,0.974,1.0,0.95,0.964	1.0,1.0,1.0,1.0,0.892	-0.021
223	"ENSG00000141959"	"PFKL"	chr21	+	44312104	44312294	44311005	44311083	44312977	44313143	223	111,122,74,136,93	1,1,1,3,1	90,81,105,67,66	1,0,0,1,1	198	99	0.769407853143	1.0	0.982,0.984,0.974,0.958,0.979	0.978,1.0,1.0,0.971,0.971	-0.009
224	"ENSG00000141959"	"PFKL"	chr21	+	44313912	44314021	44313637	44313682	44316243	44316339	224	116,99,73,137,72	16,22,4,11,18	75,74,116,76,65	12,15,3,8,10	198	99	0.477033185069	1.0	0.784,0.692,0.901,0.862,0.667	0.758,0.712,0.951,0.826,0.765	-0.021
225	"ENSG00000141959"	"PFKL"	chr21	+	44322961	44323049	44322132	44322203	44323765	44323918	225	81,95,66,100,76	1,0,0,0,0	63,66,93,60,55	0,0,0,0,0	187	99	1	1.0	0.977,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.005
226	"ENSG00000141959"	"PFKL"	chr21	+	44324490	44324655	44323765	44323918	44324855	44324917	226	182,202,118,201,131	0,0,0,0,1	111,134,163,124,100	0,0,0,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0,0.985	1.0,1.0,1.0,1.0,1.0	-0.003
227	"ENSG00000141959"	"PFKL"	chr21	+	44325152	44325264	44324855	44324917	44325960	44326060	227	92,113,81,113,75	0,0,1,0,0	99,101,136,104,86	0,0,0,0,0	198	99	1	1.0	1.0,1.0,0.976,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.005
228	"ENSG00000141959"	"PFKL"	chr21	+	44325731	44326060	44325152	44325264	44326158	44326264	228	78,81,46,92,66	0,0,0,0,1	48,61,79,40,53	0,0,0,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0,0.971	1.0,1.0,1.0,1.0,1.0	-0.006
229	"ENSG00000141959"	"PFKL"	chr21	+	44325960	44326060	44325152	44325264	44326158	44326264	229	103,102,68,121,91	0,0,0,0,1	78,94,126,71,86	0,0,0,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0,0.978	1.0,1.0,1.0,1.0,1.0	-0.004
231	"ENSG00000182670"	"TTC3"	chr21	+	37090232	37090286	37088798	37088886	37091292	37091413	231	53,63,59,35,59	5,5,1,2,2	22,25,13,9,14	0,1,0,0,1	153	99	0.000544075885867	0.014690048918409	0.873,0.891,0.974,0.919,0.95	1.0,0.942,1.0,1.0,0.901	-0.047
232	"ENSG00000182670"	"TTC3"	chr21	+	37094004	37094090	37091292	37091413	37095349	37095444	232	62,81,80,60,73	0,2,1,0,3	14,18,15,22,11	0,1,1,1,0	185	99	1	1.0	1.0,0.956,0.977,1.0,0.929	1.0,0.906,0.889,0.922,1.0	0.029
233	"ENSG00000182670"	"TTC3"	chr21	+	37121236	37121342	37108391	37108446	37121816	37121979	233	0,0,0,0,0	27,38,43,36,40	0,1,0,0,0	14,16,6,14,7	198	99	1	1.0	0.0,0.0,0.0,0.0,0.0	0.0,0.03,0.0,0.0,0.0	-0.006
234	"ENSG00000182670"	"TTC3"	chr21	+	37121816	37121979	37107737	37108446	37122982	37123028	234	110,108,109,85,109	2,1,0,0,0	28,43,15,30,23	1,2,0,0,0	198	99	1	1.0	0.965,0.982,1.0,1.0,1.0	0.933,0.915,1.0,1.0,1.0	0.02
235	"ENSG00000182670"	"TTC3"	chr21	+	37138633	37138714	37135379	37135514	37140560	37140673	235	76,82,75,72,46	0,0,0,0,0	15,34,17,19,14	0,0,1,0,0	180	99	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.903,1.0,1.0	0.019
236	"ENSG00000182670"	"TTC3"	chr21	+	37140560	37140673	37135379	37135514	37144524	37144645	236	34,42,37,48,41	0,1,0,0,1	10,24,12,11,8	0,0,1,0,0	198	99	1	1.0	1.0,0.955,1.0,1.0,0.953	1.0,1.0,0.857,1.0,1.0	0.01
237	"ENSG00000182670"	"TTC3"	chr21	+	37148545	37148647	37147480	37147603	37150077	37150170	237	113,117,102,117,107	0,0,0,0,1	33,39,39,37,19	0,0,1,0,1	198	99	1	1.0	1.0,1.0,1.0,1.0,0.982	1.0,1.0,0.951,1.0,0.905	0.025
238	"ENSG00000182670"	"TTC3"	chr21	+	37150077	37150170	37148545	37148647	37150819	37150884	238	101,117,106,100,104	3,0,0,0,1	29,45,37,36,18	1,0,0,0,0	192	99	1	1.0	0.946,1.0,1.0,1.0,0.982	0.937,1.0,1.0,1.0,1.0	-0.002
239	"ENSG00000182670"	"TTC3"	chr21	+	37150077	37150170	37148545	37148647	37151892	37151958	239	50,55,43,45,52	0,0,2,0,2	20,12,18,15,7	0,0,0,0,1	192	99	1	1.0	1.0,1.0,0.917,1.0,0.931	1.0,1.0,1.0,1.0,0.783	0.013
240	"ENSG00000182670"	"TTC3"	chr21	+	37150819	37150884	37148545	37148647	37151892	37151958	240	22,38,35,30,28	0,0,2,0,2	10,13,5,10,7	0,0,0,0,1	164	99	1	1.0	1.0,1.0,0.914,1.0,0.894	1.0,1.0,1.0,1.0,0.809	-0.0
241	"ENSG00000182670"	"TTC3"	chr21	+	37150819	37150884	37150077	37150170	37151892	37151958	241	73,105,100,86,81	3,5,2,1,2	19,47,27,31,19	1,1,3,0,1	164	99	0.394136889679	1.0	0.936,0.927,0.968,0.981,0.961	0.92,0.966,0.845,1.0,0.92	0.024
242	"ENSG00000182670"	"TTC3"	chr21	+	37152950	37153277	37151892	37152029	37156654	37156906	242	114,122,117,101,97	0,0,1,0,0	27,51,36,36,28	0,0,0,0,0	198	99	1	1.0	1.0,1.0,0.983,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.003
243	"ENSG00000182670"	"TTC3"	chr21	+	37156654	37156906	37152950	37153277	37157160	37157214	243	96,107,90,88,91	0,0,0,1,1	24,45,23,24,26	0,1,0,0,0	198	99	1	1.0	1.0,1.0,1.0,0.978,0.978	1.0,0.957,1.0,1.0,1.0	-0.0
244	"ENSG00000182670"	"TTC3"	chr21	+	37156654	37156906	37152950	37153277	37159698	37159745	244	76,71,74,77,85	3,1,1,0,2	19,41,22,26,23	0,1,0,0,1	198	99	0.138343599396	1.0	0.927,0.973,0.974,1.0,0.955	1.0,0.953,1.0,1.0,0.92	-0.009
245	"ENSG00000182670"	"TTC3"	chr21	+	37157160	37157214	37153124	37153277	37159698	37159745	245	19,20,12,14,18	3,1,1,0,2	5,10,2,2,3	0,1,0,0,1	153	99	0.108409789923	0.9638029219903129	0.804,0.928,0.886,1.0,0.853	1.0,0.866,1.0,1.0,0.66	-0.011
246	"ENSG00000182670"	"TTC3"	chr21	+	37157160	37157214	37156654	37156906	37158130	37158203	246	30,31,27,29,30	2,2,3,1,0	9,11,7,6,11	1,0,1,1,0	153	99	0.0915882957476	0.8496791782408065	0.907,0.909,0.853,0.949,1.0	0.853,1.0,0.819,0.795,1.0	0.03
247	"ENSG00000182670"	"TTC3"	chr21	+	37157160	37157214	37156654	37156906	37159698	37159745	247	50,64,41,37,43	13,10,19,17,24	15,22,9,7,12	7,12,8,8,7	153	99	0.0369621654697	0.4245821097293431	0.713,0.805,0.583,0.585,0.537	0.581,0.543,0.421,0.362,0.526	0.158
248	"ENSG00000182670"	"TTC3"	chr21	+	37158130	37158203	37156654	37156906	37159698	37159745	248	7,7,4,8,4	13,10,19,17,24	2,3,2,2,1	7,12,8,8,7	172	99	0.0926775656076	0.8576490953757431	0.237,0.287,0.108,0.213,0.088	0.141,0.126,0.126,0.126,0.076	0.068
249	"ENSG00000182670"	"TTC3"	chr21	+	37158130	37158203	37157160	37157214	37159698	37159745	249	12,8,10,14,18	27,39,24,19,29	3,6,5,2,4	9,16,6,2,4	172	99	0.991156693528	1.0	0.204,0.106,0.193,0.298,0.263	0.161,0.178,0.324,0.365,0.365	-0.066
250	"ENSG00000182670"	"TTC3"	chr21	+	37164050	37164215	37161989	37162063	37165549	37165640	250	122,114,109,93,92	0,0,0,0,0	28,51,36,32,29	0,1,0,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.962,1.0,1.0,1.0	0.008
251	"ENSG00000182670"	"TTC3"	chr21	+	37165549	37166615	37164050	37164215	37167554	37167620	251	123,115,97,101,94	4,4,5,1,6	22,39,36,32,25	2,2,2,1,2	198	99	0.587917273759	1.0	0.939,0.935,0.907,0.981,0.887	0.846,0.907,0.9,0.941,0.862	0.039
252	"ENSG00000182670"	"TTC3"	chr21	+	37182773	37182913	37172594	37172744	37185705	37185774	252	129,129,125,159,128	0,2,3,0,3	25,54,41,32,25	1,1,1,0,0	198	99	1	1.0	1.0,0.97,0.954,1.0,0.955	0.926,0.964,0.953,1.0,1.0	0.007
253	"ENSG00000182670"	"TTC3"	chr21	+	37192111	37192213	37191333	37191424	37195674	37196036	253	110,139,119,108,130	0,0,0,0,2	30,47,59,32,37	0,2,0,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0,0.97	1.0,0.922,1.0,1.0,1.0	0.01
254	"ENSG00000182670"	"TTC3"	chr21	+	37194965	37195017	37192111	37192213	37195674	37196036	254	0,0,0,1,1	69,74,49,43,62	0,0,1,1,0	12,22,31,21,21	151	99	1	1.0	0.0,0.0,0.0,0.015,0.01	0.0,0.0,0.021,0.03,0.0	-0.005
255	"ENSG00000182670"	"TTC3"	chr21	+	37195674	37196036	37192111	37192213	37197569	37197696	255	120,117,82,89,104	0,0,0,0,1	27,37,52,30,40	0,0,0,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0,0.981	1.0,1.0,1.0,1.0,1.0	-0.004
256	"ENSG00000182670"	"TTC3"	chr21	+	37197569	37197696	37195674	37196036	37197881	37197947	256	125,110,77,99,110	0,1,0,0,0	23,35,51,25,41	0,0,0,0,0	198	99	1	1.0	1.0,0.982,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.004
257	"ENSG00000182670"	"TTC3"	chr21	+	37197881	37198025	37197569	37197696	37200231	37200324	257	103,106,74,76,108	1,0,0,0,0	18,43,52,30,39	0,0,0,0,0	198	99	1	1.0	0.981,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.004
258	"ENSG00000182670"	"TTC3"	chr21	+	37200231	37200324	37197881	37198025	37201439	37201621	258	53,66,53,46,64	0,0,1,0,0	17,30,31,21,28	0,0,0,0,0	192	99	1	1.0	1.0,1.0,0.965,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.007
260	"ENSG00000159267"	"HLCS"	chr21	-	36946008	36946154	36938831	36938994	36962035	36962170	260	0,0,0,0,0	0,2,0,1,2	0,1,1,0,1	0,0,0,0,0	198	99	1	1.0	NA,0.0,NA,0.0,0.0	NA,1.0,1.0,NA,1.0	-1.0
262	"ENSG00000159267"	"HLCS"	chr21	-	36948165	36948287	36938831	36938994	36962035	36962170	262	0,3,2,0,1	0,2,0,1,2	0,0,1,0,0	0,0,0,0,0	198	99	1	1.0	NA,0.429,1.0,0.0,0.2	NA,NA,1.0,NA,NA	-0.593
264	"ENSG00000185917"	"SETD4"	chr21	-	36045581	36046011	36043685	36043956	36048307	36048396	264	10,6,5,14,6	3,1,0,0,0	3,3,5,2,1	0,1,1,0,0	198	99	0.84571584906	1.0	0.625,0.75,1.0,1.0,1.0	1.0,0.6,0.714,1.0,1.0	0.012
