Gene stable ID	Zebrafish gene stable ID	Zebrafish homology type	Tropical clawed frog gene stable ID	Tropical clawed frog homology type
ENSRNOG00000091160				
ENSRNOG00000029339	ENSDARG00000006290	ortholog_one2many	ENSXETG00000007371	ortholog_one2many
ENSRNOG00000073473				
ENSRNOG00000011040				
ENSRNOG00000014361	ENSDARG00000036912	ortholog_one2one	ENSXETG00000015440	ortholog_one2one
ENSRNOG00000082179				
ENSRNOG00000085674				
ENSRNOG00000020923	ENSDARG00000061242	ortholog_one2one	ENSXETG00000030478	ortholog_one2one
ENSRNOG00000079627				
ENSRNOG00000006588	ENSDARG00000040911	ortholog_one2one	ENSXETG00000005051	ortholog_one2one
ENSRNOG00000080019				
ENSRNOG00000014460	ENSDARG00000103658	ortholog_one2one	ENSXETG00000015441	ortholog_one2one
ENSRNOG00000079343	ENSDARG00000058492	ortholog_many2many	ENSXETG00000026362	ortholog_many2many
ENSRNOG00000079343	ENSDARG00000053709	ortholog_many2many	ENSXETG00000026362	ortholog_many2many
ENSRNOG00000079343	ENSDARG00000102234	ortholog_many2many	ENSXETG00000026362	ortholog_many2many
ENSRNOG00000079343	ENSDARG00000079251	ortholog_many2many	ENSXETG00000026362	ortholog_many2many
ENSRNOG00000079343	ENSDARG00000041569	ortholog_many2many	ENSXETG00000026362	ortholog_many2many
ENSRNOG00000079343	ENSDARG00000041595	ortholog_many2many	ENSXETG00000026362	ortholog_many2many
ENSRNOG00000079343	ENSDARG00000062376	ortholog_many2many	ENSXETG00000026362	ortholog_many2many
ENSRNOG00000084567				
ENSRNOG00000085408				
ENSRNOG00000066851				
ENSRNOG00000060283				
ENSRNOG00000073721				
ENSRNOG00000002599	ENSDARG00000022668	ortholog_one2many	ENSXETG00000022668	ortholog_one2one
ENSRNOG00000002599	ENSDARG00000005414	ortholog_one2many	ENSXETG00000022668	ortholog_one2one
ENSRNOG00000070454				
ENSRNOG00000075008				
ENSRNOG00000070981				
ENSRNOG00000013469	ENSDARG00000009342	ortholog_one2one	ENSXETG00000020457	ortholog_one2one
ENSRNOG00000023116	ENSDARG00000025595	ortholog_one2one	ENSXETG00000005052	ortholog_one2one
ENSRNOG00000054711				
ENSRNOG00000065752				
ENSRNOG00000070344	ENSDARG00000083842	ortholog_many2many	ENSXETG00000029860	ortholog_many2many
ENSRNOG00000070344	ENSDARG00000084449	ortholog_many2many	ENSXETG00000029860	ortholog_many2many
ENSRNOG00000070344	ENSDARG00000083842	ortholog_many2many	ENSXETG00000029651	ortholog_many2many
ENSRNOG00000070344	ENSDARG00000084449	ortholog_many2many	ENSXETG00000029651	ortholog_many2many
ENSRNOG00000061323				
ENSRNOG00000002616	ENSDARG00000074212	ortholog_one2one	ENSXETG00000022665	ortholog_one2one
ENSRNOG00000062628				
ENSRNOG00000061766				
ENSRNOG00000054491				
ENSRNOG00000067533				
ENSRNOG00000022697				
ENSRNOG00000083359				
ENSRNOG00000052875				
ENSRNOG00000052808				
ENSRNOG00000020952				
ENSRNOG00000068318				
ENSRNOG00000060578				
ENSRNOG00000058881				
ENSRNOG00000051367	ENSDARG00000080938	ortholog_one2one	ENSXETG00000035715	ortholog_one2one
ENSRNOG00000027924	ENSDARG00000062929	ortholog_one2many	ENSXETG00000022667	ortholog_one2one
ENSRNOG00000027924	ENSDARG00000090340	ortholog_one2many	ENSXETG00000022667	ortholog_one2one
ENSRNOG00000031317				
ENSRNOG00000056779	ENSDARG00000085291	ortholog_one2many	ENSXETG00000037133	ortholog_one2one
ENSRNOG00000056779	ENSDARG00000085557	ortholog_one2many	ENSXETG00000037133	ortholog_one2one
ENSRNOG00000076726				
ENSRNOG00000053003			ENSXETG00000034432	ortholog_one2one
ENSRNOG00000083578				
ENSRNOG00000022244				
ENSRNOG00000003737	ENSDARG00000079163	ortholog_one2one	ENSXETG00000025368	ortholog_one2one
ENSRNOG00000068923	ENSDARG00000111259	ortholog_one2one	ENSXETG00000041830	ortholog_one2one
ENSRNOG00000057084				
ENSRNOG00000052156				
ENSRNOG00000066781				
ENSRNOG00000013717	ENSDARG00000015686	ortholog_one2one	ENSXETG00000024635	ortholog_one2one
ENSRNOG00000054654				
ENSRNOG00000058449				
ENSRNOG00000017090	ENSDARG00000002506	ortholog_one2one	ENSXETG00000003894	ortholog_one2one
ENSRNOG00000055876				
ENSRNOG00000078475				
ENSRNOG00000060287				
ENSRNOG00000076559	ENSDARG00000089204	ortholog_one2many	ENSXETG00000040977	ortholog_one2many
ENSRNOG00000090624				
ENSRNOG00000085934				
ENSRNOG00000013756	ENSDARG00000039989	ortholog_one2one	ENSXETG00000020447	ortholog_one2one
ENSRNOG00000074052				
ENSRNOG00000074206				
ENSRNOG00000074476				
ENSRNOG00000082478				
ENSRNOG00000087742				
ENSRNOG00000070220				
ENSRNOG00000080313				
ENSRNOG00000080416				
ENSRNOG00000080786				
ENSRNOG00000085989	ENSDARG00000020054	ortholog_one2many	ENSXETG00000034468	ortholog_many2many
ENSRNOG00000085989	ENSDARG00000020054	ortholog_one2many	ENSXETG00000022155	ortholog_many2many
ENSRNOG00000085989	ENSDARG00000020054	ortholog_one2many	ENSXETG00000039500	ortholog_many2many
ENSRNOG00000004342	ENSDARG00000020046	ortholog_one2one	ENSXETG00000022784	ortholog_one2one
ENSRNOG00000078986				
ENSRNOG00000084988				
ENSRNOG00000088378				
ENSRNOG00000090527				
ENSRNOG00000077834				
ENSRNOG00000074374				
ENSRNOG00000088363				
ENSRNOG00000082432				
ENSRNOG00000088912				
ENSRNOG00000003226	ENSDARG00000105209	ortholog_one2one	ENSXETG00000012146	ortholog_one2one
ENSRNOG00000082248				
ENSRNOG00000086377				
ENSRNOG00000069776	ENSDARG00000031495	ortholog_one2many	ENSXETG00000012863	ortholog_one2one
ENSRNOG00000069776	ENSDARG00000003920	ortholog_one2many	ENSXETG00000012863	ortholog_one2one
ENSRNOG00000084401				
ENSRNOG00000013928	ENSDARG00000096359	ortholog_one2one	ENSXETG00000020444	ortholog_one2one
ENSRNOG00000086021				
ENSRNOG00000024101	ENSDARG00000078284	ortholog_one2one	ENSXETG00000003918	ortholog_one2one
ENSRNOG00000071431				
ENSRNOG00000086206				
ENSRNOG00000078238				
ENSRNOG00000075395				
ENSRNOG00000086435				
ENSRNOG00000084783				
ENSRNOG00000074440				
ENSRNOG00000081502				
ENSRNOG00000086695				
ENSRNOG00000053599			ENSXETG00000020724	ortholog_one2one
ENSRNOG00000023367				
ENSRNOG00000079590				
ENSRNOG00000075282				
ENSRNOG00000071491				
ENSRNOG00000086157				
ENSRNOG00000066344	ENSDARG00000071774	ortholog_one2one	ENSXETG00000020459	ortholog_one2one
ENSRNOG00000079203				
ENSRNOG00000005144	ENSDARG00000036704	ortholog_one2one	ENSXETG00000037122	ortholog_one2one
ENSRNOG00000082081				
ENSRNOG00000087871				
ENSRNOG00000080747				
ENSRNOG00000028913				
ENSRNOG00000086277				
ENSRNOG00000071390				
ENSRNOG00000079284				
ENSRNOG00000079821				
ENSRNOG00000079856				
ENSRNOG00000082369				
ENSRNOG00000088339				
ENSRNOG00000023314				
ENSRNOG00000016497	ENSDARG00000111747	ortholog_one2one		
ENSRNOG00000090091				
ENSRNOG00000084270				
ENSRNOG00000082793				
ENSRNOG00000030771	ENSDARG00000027724	ortholog_one2one	ENSXETG00000005053	ortholog_one2one
ENSRNOG00000070779				
ENSRNOG00000090707				
ENSRNOG00000086113				
ENSRNOG00000068619				
ENSRNOG00000086040				
ENSRNOG00000014456	ENSDARG00000056141	ortholog_one2one		
ENSRNOG00000090334				
ENSRNOG00000090528				
ENSRNOG00000037415				
ENSRNOG00000083654				
ENSRNOG00000077780				
ENSRNOG00000085500				
ENSRNOG00000030442	ENSDARG00000044093	ortholog_one2many	ENSXETG00000014144	ortholog_one2many
ENSRNOG00000063830				
ENSRNOG00000083020				
ENSRNOG00000014481	ENSDARG00000086114	ortholog_one2one	ENSXETG00000034863	ortholog_one2one
ENSRNOG00000015843	ENSDARG00000075584	ortholog_one2one	ENSXETG00000025004	ortholog_one2one
ENSRNOG00000088621				
ENSRNOG00000088527				
ENSRNOG00000090569				
ENSRNOG00000062949				
ENSRNOG00000087818				
ENSRNOG00000014980	ENSDARG00000056085	ortholog_one2one	ENSXETG00000025118	ortholog_one2one
ENSRNOG00000079241				
ENSRNOG00000021657	ENSDARG00000059951	ortholog_one2one	ENSXETG00000005747	ortholog_one2one
ENSRNOG00000085035				
ENSRNOG00000004994			ENSXETG00000022793	ortholog_one2one
ENSRNOG00000079483				
ENSRNOG00000074006				
ENSRNOG00000020979	ENSDARG00000054696	ortholog_one2one	ENSXETG00000036566	ortholog_one2one
ENSRNOG00000023296	ENSDARG00000103607	ortholog_one2one	ENSXETG00000042605	ortholog_one2one
ENSRNOG00000083150				
ENSRNOG00000076408				
ENSRNOG00000003302	ENSDARG00000062385	ortholog_one2one	ENSXETG00000005745	ortholog_one2one
ENSRNOG00000089427				
ENSRNOG00000077044				
ENSRNOG00000047158	ENSDARG00000024717	ortholog_one2one	ENSXETG00000020722	ortholog_one2one
ENSRNOG00000076234				
ENSRNOG00000005023	ENSDARG00000070480	ortholog_one2one	ENSXETG00000025625	ortholog_one2one
ENSRNOG00000003682	ENSDARG00000099235	ortholog_one2many	ENSXETG00000004765	ortholog_one2one
ENSRNOG00000003682	ENSDARG00000039309	ortholog_one2many	ENSXETG00000004765	ortholog_one2one
ENSRNOG00000074677				
ENSRNOG00000077357				
ENSRNOG00000021113	ENSDARG00000101332	ortholog_one2one	ENSXETG00000002374	ortholog_one2one
ENSRNOG00000059415	ENSDARG00000059128	ortholog_one2many	ENSXETG00000042017	ortholog_one2many
ENSRNOG00000089744				
ENSRNOG00000005046	ENSDARG00000070479	ortholog_one2many	ENSXETG00000036658	ortholog_one2one
ENSRNOG00000005046	ENSDARG00000068883	ortholog_one2many	ENSXETG00000036658	ortholog_one2one
ENSRNOG00000053943	ENSDARG00000008623	ortholog_one2one	ENSXETG00000005742	ortholog_one2one
ENSRNOG00000031495	ENSDARG00000071205	ortholog_one2one	ENSXETG00000039710	ortholog_one2one
ENSRNOG00000080592				
ENSRNOG00000005096	ENSDARG00000035918	ortholog_one2one	ENSXETG00000022795	ortholog_one2one
ENSRNOG00000075044				
ENSRNOG00000056708	ENSDARG00000033450	ortholog_one2many	ENSXETG00000007439	ortholog_one2one
ENSRNOG00000014548	ENSDARG00000089878	ortholog_one2one	ENSXETG00000015461	ortholog_one2one
ENSRNOG00000087207				
ENSRNOG00000026087				
ENSRNOG00000021119	ENSDARG00000002754	ortholog_one2one	ENSXETG00000020032	ortholog_one2one
ENSRNOG00000065682	ENSDARG00000104773	ortholog_one2many	ENSXETG00000034515	ortholog_one2one
ENSRNOG00000065682	ENSDARG00000074378	ortholog_one2many	ENSXETG00000034515	ortholog_one2one
ENSRNOG00000073274				
ENSRNOG00000055000				
ENSRNOG00000075671				
ENSRNOG00000082352				
ENSRNOG00000023150	ENSDARG00000103826	ortholog_one2many	ENSXETG00000002361	ortholog_one2one
ENSRNOG00000023150	ENSDARG00000012987	ortholog_one2many	ENSXETG00000002361	ortholog_one2one
ENSRNOG00000005623	ENSDARG00000005948	ortholog_one2many	ENSXETG00000022796	ortholog_one2one
ENSRNOG00000005623	ENSDARG00000093668	ortholog_one2many	ENSXETG00000022796	ortholog_one2one
ENSRNOG00000003520			ENSXETG00000004763	ortholog_one2one
ENSRNOG00000048267				
ENSRNOG00000073728	ENSDARG00000089204	ortholog_one2many	ENSXETG00000040977	ortholog_one2many
ENSRNOG00000081653				
ENSRNOG00000064812				
ENSRNOG00000003332			ENSXETG00000037325	ortholog_one2one
ENSRNOG00000015522	ENSDARG00000059279	ortholog_one2one	ENSXETG00000001074	ortholog_one2one
ENSRNOG00000018141	ENSDARG00000103001	ortholog_one2one	ENSXETG00000042984	ortholog_one2one
ENSRNOG00000088245				
ENSRNOG00000003504	ENSDARG00000018891	ortholog_one2one	ENSXETG00000004762	ortholog_one2one
ENSRNOG00000006885	ENSDARG00000105053	ortholog_one2one	ENSXETG00000030548	ortholog_one2one
ENSRNOG00000075042				
ENSRNOG00000024849	ENSDARG00000069102	ortholog_many2many	ENSXETG00000040081	ortholog_many2many
ENSRNOG00000024849	ENSDARG00000094336	ortholog_many2many	ENSXETG00000040081	ortholog_many2many
ENSRNOG00000024849	ENSDARG00000069102	ortholog_many2many	ENSXETG00000040399	ortholog_many2many
ENSRNOG00000024849	ENSDARG00000094336	ortholog_many2many	ENSXETG00000040399	ortholog_many2many
ENSRNOG00000025049				
ENSRNOG00000086570				
ENSRNOG00000021129	ENSDARG00000102796	ortholog_one2many	ENSXETG00000032218	ortholog_one2one
ENSRNOG00000021129	ENSDARG00000105288	ortholog_one2many	ENSXETG00000032218	ortholog_one2one
ENSRNOG00000053961	ENSDARG00000096631	ortholog_one2one	ENSXETG00000005740	ortholog_one2one
ENSRNOG00000013907	ENSDARG00000074319	ortholog_one2many	ENSXETG00000018417	ortholog_one2one
ENSRNOG00000013907	ENSDARG00000075891	ortholog_one2many	ENSXETG00000018417	ortholog_one2one
ENSRNOG00000080185				
ENSRNOG00000074003				
ENSRNOG00000003348			ENSXETG00000005738	ortholog_one2one
ENSRNOG00000010204	ENSDARG00000055757	ortholog_one2one		
ENSRNOG00000073818				
ENSRNOG00000016245	ENSDARG00000063293	ortholog_one2many	ENSXETG00000003911	ortholog_one2one
ENSRNOG00000016245	ENSDARG00000112100	ortholog_one2many	ENSXETG00000003911	ortholog_one2one
ENSRNOG00000033391				
ENSRNOG00000005154	ENSDARG00000042815	ortholog_one2many	ENSXETG00000037037	ortholog_one2one
ENSRNOG00000005154	ENSDARG00000091073	ortholog_one2many	ENSXETG00000037037	ortholog_one2one
ENSRNOG00000089907				
ENSRNOG00000024825	ENSDARG00000077470	ortholog_one2many	ENSXETG00000040856	ortholog_one2one
ENSRNOG00000024825	ENSDARG00000093021	ortholog_one2many	ENSXETG00000040856	ortholog_one2one
ENSRNOG00000054423	ENSDARG00000103614	ortholog_one2one	ENSXETG00000005734	ortholog_one2one
ENSRNOG00000046231	ENSDARG00000042552	ortholog_one2many	ENSXETG00000015130	ortholog_one2one
ENSRNOG00000046231	ENSDARG00000029457	ortholog_one2many	ENSXETG00000015130	ortholog_one2one
ENSRNOG00000073892				
ENSRNOG00000083003				
ENSRNOG00000076982				
ENSRNOG00000021012	ENSDARG00000063258	ortholog_one2one	ENSXETG00000043054	ortholog_one2one
ENSRNOG00000014844	ENSDARG00000100624	ortholog_one2many	ENSXETG00000015558	ortholog_one2one
ENSRNOG00000014844	ENSDARG00000061131	ortholog_one2many	ENSXETG00000015558	ortholog_one2one
ENSRNOG00000005260				
ENSRNOG00000082156				
ENSRNOG00000002657	ENSDARG00000024546	ortholog_one2many	ENSXETG00000017371	ortholog_one2one
ENSRNOG00000002657	ENSDARG00000017141	ortholog_one2many	ENSXETG00000017371	ortholog_one2one
ENSRNOG00000043215	ENSDARG00000103413	ortholog_one2one	ENSXETG00000004761	ortholog_one2one
ENSRNOG00000080876				
ENSRNOG00000018415	ENSDARG00000061728	ortholog_one2one	ENSXETG00000025940	ortholog_one2one
ENSRNOG00000081910				
ENSRNOG00000021133	ENSDARG00000100553	ortholog_one2many	ENSXETG00000002359	ortholog_one2one
ENSRNOG00000021133	ENSDARG00000006600	ortholog_one2many	ENSXETG00000002359	ortholog_one2one
ENSRNOG00000018246	ENSDARG00000035954	ortholog_one2many	ENSXETG00000014826	ortholog_one2one
ENSRNOG00000018246	ENSDARG00000069941	ortholog_one2many	ENSXETG00000014826	ortholog_one2one
ENSRNOG00000088914				
ENSRNOG00000083037				
ENSRNOG00000003469	ENSDARG00000088789	ortholog_one2many	ENSXETG00000004760	ortholog_one2one
ENSRNOG00000003469	ENSDARG00000027497	ortholog_one2many	ENSXETG00000004760	ortholog_one2one
ENSRNOG00000018456	ENSDARG00000093406	ortholog_one2one	ENSXETG00000014813	ortholog_one2one
ENSRNOG00000077630				
ENSRNOG00000087066				
ENSRNOG00000021024	ENSDARG00000040111	ortholog_one2one	ENSXETG00000041656	ortholog_one2one
ENSRNOG00000060615	ENSDARG00000076679	ortholog_one2one	ENSXETG00000041193	ortholog_one2one
ENSRNOG00000081543				
ENSRNOG00000049851	ENSDARG00000069333	ortholog_many2many	ENSXETG00000045320	ortholog_many2many
ENSRNOG00000049851	ENSDARG00000039211	ortholog_many2many	ENSXETG00000045320	ortholog_many2many
ENSRNOG00000083271				
ENSRNOG00000072355				
ENSRNOG00000021137	ENSDARG00000045893	ortholog_one2many		
ENSRNOG00000021137	ENSDARG00000105225	ortholog_one2many		
ENSRNOG00000014702	ENSDARG00000045414	ortholog_one2one	ENSXETG00000024641	ortholog_one2one
ENSRNOG00000003620			ENSXETG00000025142	ortholog_one2one
ENSRNOG00000008471	ENSDARG00000009733	ortholog_one2one		
ENSRNOG00000087248				
ENSRNOG00000003463	ENSDARG00000067607	ortholog_one2one	ENSXETG00000012160	ortholog_one2one
ENSRNOG00000050687				
ENSRNOG00000005522	ENSDARG00000074393	ortholog_one2one	ENSXETG00000016765	ortholog_one2one
ENSRNOG00000082099				
ENSRNOG00000055917			ENSXETG00000018877	ortholog_one2one
ENSRNOG00000073839				
ENSRNOG00000026542	ENSDARG00000016532	ortholog_one2one	ENSXETG00000000531	ortholog_one2one
ENSRNOG00000070506	ENSDARG00000074560	ortholog_one2one	ENSXETG00000016868	ortholog_one2one
ENSRNOG00000089337				
ENSRNOG00000002525	ENSDARG00000004539	ortholog_one2many	ENSXETG00000017378	ortholog_one2one
ENSRNOG00000002525	ENSDARG00000010276	ortholog_one2many	ENSXETG00000017378	ortholog_one2one
ENSRNOG00000023830	ENSDARG00000073893	ortholog_one2one	ENSXETG00000007923	ortholog_one2one
ENSRNOG00000018804	ENSDARG00000061752	ortholog_one2one	ENSXETG00000014815	ortholog_one2one
ENSRNOG00000075368				
ENSRNOG00000072580				
ENSRNOG00000052945	ENSDARG00000102249	ortholog_one2one	ENSXETG00000018297	ortholog_one2one
ENSRNOG00000071988				
ENSRNOG00000021026	ENSDARG00000019299	ortholog_one2many	ENSXETG00000010001	ortholog_one2one
ENSRNOG00000021026	ENSDARG00000102774	ortholog_one2many	ENSXETG00000010001	ortholog_one2one
ENSRNOG00000002517	ENSDARG00000017634	ortholog_one2many	ENSXETG00000037305	ortholog_one2one
ENSRNOG00000002517	ENSDARG00000011886	ortholog_one2many	ENSXETG00000037305	ortholog_one2one
ENSRNOG00000023831			ENSXETG00000001067	ortholog_one2one
ENSRNOG00000081314				
ENSRNOG00000021303	ENSDARG00000041300	ortholog_one2one	ENSXETG00000012155	ortholog_one2one
ENSRNOG00000086911				
ENSRNOG00000085197	ENSDARG00000035697	ortholog_many2many	ENSXETG00000010870	ortholog_one2many
ENSRNOG00000085197	ENSDARG00000058949	ortholog_many2many	ENSXETG00000010870	ortholog_one2many
ENSRNOG00000021042	ENSDARG00000101295	ortholog_one2many	ENSXETG00000042857	ortholog_one2one
ENSRNOG00000021042	ENSDARG00000023279	ortholog_one2many	ENSXETG00000042857	ortholog_one2one
ENSRNOG00000090915				
ENSRNOG00000003307	ENSDARG00000098831	ortholog_one2many	ENSXETG00000007932	ortholog_one2one
ENSRNOG00000003307	ENSDARG00000037057	ortholog_one2many	ENSXETG00000007932	ortholog_one2one
ENSRNOG00000055749				
ENSRNOG00000088475				
ENSRNOG00000060815				
ENSRNOG00000026497	ENSDARG00000009113	ortholog_one2one	ENSXETG00000040951	ortholog_one2one
ENSRNOG00000002473	ENSDARG00000042671	ortholog_one2one	ENSXETG00000017388	ortholog_one2one
ENSRNOG00000021144				
ENSRNOG00000065009				
ENSRNOG00000084216	ENSDARG00000035697	ortholog_many2many	ENSXETG00000010870	ortholog_one2many
ENSRNOG00000084216	ENSDARG00000058949	ortholog_many2many	ENSXETG00000010870	ortholog_one2many
ENSRNOG00000005660	ENSDARG00000096989	ortholog_one2one	ENSXETG00000016766	ortholog_one2one
ENSRNOG00000060257				
ENSRNOG00000074646				
ENSRNOG00000078153	ENSDARG00000035697	ortholog_many2many	ENSXETG00000010870	ortholog_one2many
ENSRNOG00000078153	ENSDARG00000058949	ortholog_many2many	ENSXETG00000010870	ortholog_one2many
ENSRNOG00000026523				
ENSRNOG00000018092				
ENSRNOG00000067922			ENSXETG00000038349	ortholog_one2many
ENSRNOG00000086517				
ENSRNOG00000064830				
ENSRNOG00000089580				
ENSRNOG00000003719	ENSDARG00000056270	ortholog_one2one	ENSXETG00000012153	ortholog_one2one
ENSRNOG00000066363				
ENSRNOG00000018070	ENSDARG00000061049	ortholog_one2one	ENSXETG00000040550	ortholog_one2one
ENSRNOG00000056727				
ENSRNOG00000003149	ENSDARG00000098825	ortholog_one2one	ENSXETG00000007936	ortholog_one2one
ENSRNOG00000021068	ENSDARG00000024642	ortholog_one2one		
ENSRNOG00000053084	ENSDARG00000079730	ortholog_one2one	ENSXETG00000002889	ortholog_one2one
ENSRNOG00000010415	ENSDARG00000089860	ortholog_one2one	ENSXETG00000023232	ortholog_one2one
ENSRNOG00000003985	ENSDARG00000098186	ortholog_one2one	ENSXETG00000011587	ortholog_one2one
ENSRNOG00000086222				
ENSRNOG00000002394	ENSDARG00000103004	ortholog_one2many	ENSXETG00000017390	ortholog_one2one
ENSRNOG00000002394	ENSDARG00000016630	ortholog_one2many	ENSXETG00000017390	ortholog_one2one
ENSRNOG00000026490			ENSXETG00000000538	ortholog_one2one
ENSRNOG00000010730	ENSDARG00000092825	ortholog_one2one	ENSXETG00000037926	ortholog_one2one
ENSRNOG00000015538	ENSDARG00000059409	ortholog_one2many	ENSXETG00000036446	ortholog_one2one
ENSRNOG00000015538	ENSDARG00000099178	ortholog_one2many	ENSXETG00000036446	ortholog_one2one
ENSRNOG00000025964				
ENSRNOG00000086017				
ENSRNOG00000080740				
ENSRNOG00000025987				
ENSRNOG00000010750	ENSDARG00000024416	ortholog_one2one	ENSXETG00000013443	ortholog_one2one
ENSRNOG00000090553				
ENSRNOG00000055607				
ENSRNOG00000014049	ENSDARG00000016399	ortholog_one2one	ENSXETG00000020436	ortholog_one2one
ENSRNOG00000066482				
ENSRNOG00000056430				
ENSRNOG00000025898				
ENSRNOG00000057283				
ENSRNOG00000042668	ENSDARG00000045658	ortholog_one2one	ENSXETG00000034860	ortholog_one2one
ENSRNOG00000054621				
ENSRNOG00000024111				
ENSRNOG00000052079				
ENSRNOG00000005678	ENSDARG00000101209	ortholog_one2many	ENSXETG00000012279	ortholog_one2one
ENSRNOG00000005678	ENSDARG00000045524	ortholog_one2many	ENSXETG00000012279	ortholog_one2one
ENSRNOG00000069998	ENSDARG00000079482	ortholog_one2one	ENSXETG00000012151	ortholog_one2one
ENSRNOG00000073455				
ENSRNOG00000015741	ENSDARG00000087867	ortholog_one2many	ENSXETG00000015550	ortholog_one2one
ENSRNOG00000015741	ENSDARG00000076899	ortholog_one2many	ENSXETG00000015550	ortholog_one2one
ENSRNOG00000067885				
ENSRNOG00000003029	ENSDARG00000076290	ortholog_one2one		
ENSRNOG00000051376				
ENSRNOG00000025948	ENSDARG00000070571	ortholog_one2many		
ENSRNOG00000025948	ENSDARG00000078155	ortholog_one2many		
ENSRNOG00000056178				
ENSRNOG00000002385	ENSDARG00000028163	ortholog_one2many	ENSXETG00000040496	ortholog_one2one
ENSRNOG00000002385	ENSDARG00000010482	ortholog_one2many	ENSXETG00000040496	ortholog_one2one
ENSRNOG00000057210				
ENSRNOG00000026243	ENSDARG00000054320	ortholog_one2one	ENSXETG00000009033	ortholog_one2one
ENSRNOG00000058813				
ENSRNOG00000055309	ENSDARG00000006642	ortholog_one2one	ENSXETG00000004022	ortholog_one2one
ENSRNOG00000021081	ENSDARG00000088567	ortholog_one2many		
ENSRNOG00000021081	ENSDARG00000063718	ortholog_one2many		
ENSRNOG00000081674				
ENSRNOG00000004048	ENSDARG00000006169	ortholog_one2one	ENSXETG00000015544	ortholog_one2one
ENSRNOG00000073380				
ENSRNOG00000008603	ENSDARG00000057112	ortholog_one2one	ENSXETG00000025318	ortholog_one2one
ENSRNOG00000014165	ENSDARG00000101627	ortholog_one2one	ENSXETG00000020431	ortholog_one2one
ENSRNOG00000003094	ENSDARG00000057714	ortholog_one2one	ENSXETG00000014817	ortholog_one2one
ENSRNOG00000069889				
ENSRNOG00000071721				
ENSRNOG00000061659				
ENSRNOG00000087632				
ENSRNOG00000003026	ENSDARG00000020001	ortholog_one2one		
ENSRNOG00000021088	ENSDARG00000020890	ortholog_one2one	ENSXETG00000008139	ortholog_one2one
ENSRNOG00000008741	ENSDARG00000062173	ortholog_one2one	ENSXETG00000005227	ortholog_one2one
ENSRNOG00000031569	ENSDARG00000104823	ortholog_one2one		
ENSRNOG00000080829				
ENSRNOG00000002724	ENSDARG00000019326	ortholog_one2one	ENSXETG00000041223	ortholog_one2one
ENSRNOG00000079995				
ENSRNOG00000004018			ENSXETG00000029942	ortholog_one2one
ENSRNOG00000075625				
ENSRNOG00000003698				
ENSRNOG00000059541				
ENSRNOG00000003011	ENSDARG00000039338	ortholog_one2one	ENSXETG00000007940	ortholog_one2one
ENSRNOG00000058196				
ENSRNOG00000072263				
ENSRNOG00000021092	ENSDARG00000003027	ortholog_one2one	ENSXETG00000008141	ortholog_one2one
ENSRNOG00000052959				
ENSRNOG00000004030	ENSDARG00000042850	ortholog_one2one	ENSXETG00000032360	ortholog_one2one
ENSRNOG00000002763	ENSDARG00000097205	ortholog_one2one	ENSXETG00000032595	ortholog_one2one
ENSRNOG00000071857	ENSDARG00000054789	ortholog_one2one	ENSXETG00000008137	ortholog_one2one
ENSRNOG00000057180	ENSDARG00000068478	ortholog_many2many		
ENSRNOG00000017546	ENSDARG00000076348	ortholog_one2one	ENSXETG00000049471	ortholog_one2one
ENSRNOG00000054624			ENSXETG00000021226	ortholog_one2one
ENSRNOG00000003042	ENSDARG00000010905	ortholog_one2one	ENSXETG00000010438	ortholog_one2one
ENSRNOG00000060749	ENSDARG00000068478	ortholog_many2many		
ENSRNOG00000021100	ENSDARG00000075592	ortholog_one2many	ENSXETG00000008142	ortholog_one2one
ENSRNOG00000021100	ENSDARG00000046148	ortholog_one2many	ENSXETG00000008142	ortholog_one2one
ENSRNOG00000088987	ENSDARG00000053365	ortholog_one2many	ENSXETG00000024667	ortholog_one2many
ENSRNOG00000054964			ENSXETG00000036419	ortholog_one2one
ENSRNOG00000006364	ENSDARG00000008785	ortholog_one2one	ENSXETG00000012269	ortholog_one2one
ENSRNOG00000024043	ENSDARG00000075682	ortholog_one2one	ENSXETG00000003891	ortholog_one2one
ENSRNOG00000051405	ENSDARG00000062355	ortholog_one2one	ENSXETG00000032404	ortholog_one2one
ENSRNOG00000003071	ENSDARG00000043510	ortholog_one2one	ENSXETG00000010444	ortholog_one2one
ENSRNOG00000042451	ENSDARG00000022177	ortholog_one2one	ENSXETG00000000311	ortholog_one2one
ENSRNOG00000020443				
ENSRNOG00000017612	ENSDARG00000008224	ortholog_one2one	ENSXETG00000003889	ortholog_one2one
ENSRNOG00000079973	ENSDARG00000035697	ortholog_many2many	ENSXETG00000010870	ortholog_one2many
ENSRNOG00000079973	ENSDARG00000058949	ortholog_many2many	ENSXETG00000010870	ortholog_one2many
ENSRNOG00000057759				
ENSRNOG00000015437	ENSDARG00000044488	ortholog_one2one		
ENSRNOG00000021101	ENSDARG00000000189	ortholog_one2many	ENSXETG00000005837	ortholog_one2one
ENSRNOG00000021101	ENSDARG00000002748	ortholog_one2many	ENSXETG00000005837	ortholog_one2one
ENSRNOG00000004111	ENSDARG00000062297	ortholog_one2one	ENSXETG00000023234	ortholog_one2one
ENSRNOG00000088275	ENSDARG00000035697	ortholog_many2many	ENSXETG00000010870	ortholog_one2many
