Gene stable ID	Tropical clawed frog gene stable ID	Tropical clawed frog homology type
ENSDARG00000077817	ENSXETG00000045455	ortholog_one2one
ENSDARG00000102488		
ENSDARG00000105642		
ENSDARG00000060534	ENSXETG00000025131	ortholog_one2many
ENSDARG00000103960		
ENSDARG00000095325		
ENSDARG00000038072		
ENSDARG00000042969		
ENSDARG00000074873		
ENSDARG00000101309	ENSXETG00000031398	ortholog_one2one
ENSDARG00000094885		
ENSDARG00000103825		
ENSDARG00000009939	ENSXETG00000027185	ortholog_one2one
ENSDARG00000057942	ENSXETG00000019636	ortholog_one2one
ENSDARG00000099954	ENSXETG00000003468	ortholog_one2one
ENSDARG00000059575		
ENSDARG00000093822		
ENSDARG00000056134		
ENSDARG00000101995		
ENSDARG00000078429	ENSXETG00000025072	ortholog_one2many
ENSDARG00000094591		
ENSDARG00000015016	ENSXETG00000023080	ortholog_one2many
ENSDARG00000016825	ENSXETG00000025072	ortholog_one2many
ENSDARG00000100678		
ENSDARG00000104440		
ENSDARG00000062929	ENSXETG00000022667	ortholog_one2many
ENSDARG00000009430	ENSXETG00000011857	ortholog_one2one
ENSDARG00000079050	ENSXETG00000020592	ortholog_one2many
ENSDARG00000067997	ENSXETG00000044214	ortholog_many2many
ENSDARG00000067997	ENSXETG00000042899	ortholog_many2many
ENSDARG00000067997	ENSXETG00000011987	ortholog_many2many
ENSDARG00000039150	ENSXETG00000010300	ortholog_one2one
ENSDARG00000038028	ENSXETG00000000256	ortholog_one2one
ENSDARG00000103769		
ENSDARG00000042410	ENSXETG00000046405	ortholog_one2one
ENSDARG00000039108	ENSXETG00000007044	ortholog_many2many
ENSDARG00000039108	ENSXETG00000001933	ortholog_many2many
ENSDARG00000077911	ENSXETG00000021551	ortholog_one2one
ENSDARG00000091548		
ENSDARG00000062216	ENSXETG00000007191	ortholog_one2one
ENSDARG00000058567	ENSXETG00000043236	ortholog_many2many
ENSDARG00000058567	ENSXETG00000027327	ortholog_many2many
ENSDARG00000094859		
ENSDARG00000012603	ENSXETG00000041881	ortholog_one2many
ENSDARG00000032083	ENSXETG00000034346	ortholog_one2many
ENSDARG00000076639	ENSXETG00000032940	ortholog_one2many
ENSDARG00000042616		
ENSDARG00000043705	ENSXETG00000016355	ortholog_one2one
ENSDARG00000102216	ENSXETG00000003464	ortholog_one2one
ENSDARG00000043904		
ENSDARG00000054458	ENSXETG00000042040	ortholog_one2one
ENSDARG00000103020	ENSXETG00000012570	ortholog_one2many
ENSDARG00000102321	ENSXETG00000045617	ortholog_one2many
ENSDARG00000098609	ENSXETG00000045617	ortholog_one2many
ENSDARG00000098738		
ENSDARG00000059123	ENSXETG00000018458	ortholog_one2many
ENSDARG00000033160	ENSXETG00000024397	ortholog_one2one
ENSDARG00000104573		
ENSDARG00000013863	ENSXETG00000027391	ortholog_one2one
ENSDARG00000028824	ENSXETG00000000954	ortholog_one2many
ENSDARG00000095744	ENSXETG00000027581	ortholog_one2many
ENSDARG00000034107	ENSXETG00000046681	ortholog_one2one
ENSDARG00000040527	ENSXETG00000014653	ortholog_one2one
ENSDARG00000101455	ENSXETG00000041936	ortholog_one2one
ENSDARG00000086336	ENSXETG00000000066	ortholog_one2one
ENSDARG00000088140	ENSXETG00000004754	ortholog_one2one
ENSDARG00000105322	ENSXETG00000044026	ortholog_one2one
ENSDARG00000013734		
ENSDARG00000017369	ENSXETG00000005431	ortholog_one2one
ENSDARG00000041705	ENSXETG00000025586	ortholog_one2many
ENSDARG00000067714	ENSXETG00000023377	ortholog_one2one
ENSDARG00000056678		
ENSDARG00000002779	ENSXETG00000011787	ortholog_one2one
ENSDARG00000027355	ENSXETG00000025740	ortholog_one2one
ENSDARG00000088192		
ENSDARG00000103833		
ENSDARG00000095273		
ENSDARG00000096383		
ENSDARG00000093232		
ENSDARG00000093868		
ENSDARG00000062423	ENSXETG00000018288	ortholog_one2one
ENSDARG00000003961	ENSXETG00000000087	ortholog_one2one
ENSDARG00000095799		
ENSDARG00000059362	ENSXETG00000007639	ortholog_one2many
ENSDARG00000058734	ENSXETG00000036863	ortholog_one2one
ENSDARG00000026406	ENSXETG00000021114	ortholog_one2many
ENSDARG00000098131		
ENSDARG00000045681	ENSXETG00000015005	ortholog_one2one
ENSDARG00000094427	ENSXETG00000045617	ortholog_one2many
ENSDARG00000023659	ENSXETG00000016116	ortholog_one2one
ENSDARG00000097425		
ENSDARG00000070404	ENSXETG00000005960	ortholog_one2many
ENSDARG00000092458		
ENSDARG00000098048		
ENSDARG00000016163	ENSXETG00000013118	ortholog_one2one
ENSDARG00000004406	ENSXETG00000044997	ortholog_one2many
ENSDARG00000102959		
ENSDARG00000093760		
ENSDARG00000055426	ENSXETG00000020254	ortholog_one2one
ENSDARG00000039824	ENSXETG00000004420	ortholog_one2one
ENSDARG00000057322	ENSXETG00000027069	ortholog_one2one
ENSDARG00000077034		
ENSDARG00000093705		
ENSDARG00000056180		
ENSDARG00000015823	ENSXETG00000008335	ortholog_one2many
ENSDARG00000095407		
ENSDARG00000102059		
ENSDARG00000022614	ENSXETG00000011767	ortholog_one2one
ENSDARG00000077301	ENSXETG00000047308	ortholog_one2one
ENSDARG00000026068	ENSXETG00000045163	ortholog_one2one
ENSDARG00000101136		
ENSDARG00000039681	ENSXETG00000004871	ortholog_one2many
ENSDARG00000013750	ENSXETG00000011897	ortholog_one2many
ENSDARG00000102788		
ENSDARG00000036968	ENSXETG00000010316	ortholog_one2many
ENSDARG00000001249	ENSXETG00000042648	ortholog_one2one
ENSDARG00000011400	ENSXETG00000010816	ortholog_one2one
ENSDARG00000068149	ENSXETG00000005015	ortholog_one2one
ENSDARG00000053744		
ENSDARG00000100916	ENSXETG00000010677	ortholog_one2one
ENSDARG00000099427	ENSXETG00000003881	ortholog_one2one
ENSDARG00000074289		
ENSDARG00000069189		
ENSDARG00000010010	ENSXETG00000015691	ortholog_one2one
ENSDARG00000078519		
ENSDARG00000069944	ENSXETG00000026488	ortholog_one2one
ENSDARG00000014673	ENSXETG00000049461	ortholog_one2many
ENSDARG00000112714		
ENSDARG00000019976	ENSXETG00000046437	ortholog_one2one
ENSDARG00000042418	ENSXETG00000010109	ortholog_one2one
ENSDARG00000051763	ENSXETG00000030281	ortholog_one2one
ENSDARG00000096859		
ENSDARG00000076983		
ENSDARG00000032808	ENSXETG00000010171	ortholog_one2many
ENSDARG00000076134		
ENSDARG00000100086	ENSXETG00000003033	ortholog_one2many
ENSDARG00000063621	ENSXETG00000020639	ortholog_one2one
ENSDARG00000075393	ENSXETG00000006147	ortholog_one2one
ENSDARG00000005593		
ENSDARG00000053395	ENSXETG00000016090	ortholog_one2one
ENSDARG00000098176	ENSXETG00000045617	ortholog_one2many
ENSDARG00000062721		
ENSDARG00000079912	ENSXETG00000024396	ortholog_one2one
ENSDARG00000101377		
ENSDARG00000045944	ENSXETG00000012105	ortholog_one2many
ENSDARG00000040649	ENSXETG00000006797	ortholog_one2many
ENSDARG00000115897		
ENSDARG00000115596		
ENSDARG00000079415	ENSXETG00000043736	ortholog_one2one
ENSDARG00000099169		
ENSDARG00000029248		
ENSDARG00000086658		
ENSDARG00000102776		
ENSDARG00000009702		
ENSDARG00000039174	ENSXETG00000013268	ortholog_one2many
ENSDARG00000013393	ENSXETG00000001541	ortholog_one2one
ENSDARG00000068305	ENSXETG00000020045	ortholog_one2one
ENSDARG00000077317	ENSXETG00000005543	ortholog_one2one
ENSDARG00000094771		
ENSDARG00000056642	ENSXETG00000013445	ortholog_many2many
ENSDARG00000116970		
ENSDARG00000099561		
ENSDARG00000102824	ENSXETG00000003663	ortholog_one2many
ENSDARG00000056128	ENSXETG00000018929	ortholog_one2one
ENSDARG00000035122	ENSXETG00000021592	ortholog_one2many
ENSDARG00000099142		
ENSDARG00000013122		
ENSDARG00000114172	ENSXETG00000040896	ortholog_many2many
ENSDARG00000114172	ENSXETG00000046338	ortholog_many2many
ENSDARG00000114172	ENSXETG00000043307	ortholog_many2many
ENSDARG00000114172	ENSXETG00000043861	ortholog_many2many
ENSDARG00000099730	ENSXETG00000005206	ortholog_one2many
ENSDARG00000075045		
ENSDARG00000019498	ENSXETG00000003913	ortholog_one2one
ENSDARG00000012460	ENSXETG00000023554	ortholog_one2many
ENSDARG00000079849	ENSXETG00000036233	ortholog_one2many
ENSDARG00000062887	ENSXETG00000027669	ortholog_one2one
ENSDARG00000045224	ENSXETG00000043158	ortholog_one2many
ENSDARG00000098452	ENSXETG00000045785	ortholog_one2many
ENSDARG00000105464		
ENSDARG00000069266		
ENSDARG00000002790	ENSXETG00000017276	ortholog_one2many
ENSDARG00000092846		
ENSDARG00000077618	ENSXETG00000010292	ortholog_one2one
ENSDARG00000101512	ENSXETG00000026035	ortholog_one2one
ENSDARG00000105828		
ENSDARG00000091143		
ENSDARG00000013245	ENSXETG00000031465	ortholog_one2many
ENSDARG00000079818	ENSXETG00000001831	ortholog_one2one
ENSDARG00000041243		
ENSDARG00000099783	ENSXETG00000041650	ortholog_one2many
ENSDARG00000092635	ENSXETG00000034650	ortholog_one2many
ENSDARG00000038297	ENSXETG00000047861	ortholog_one2one
ENSDARG00000070097		
ENSDARG00000003229	ENSXETG00000004168	ortholog_one2one
ENSDARG00000103536		
ENSDARG00000105373		
ENSDARG00000097111		
ENSDARG00000006617	ENSXETG00000004052	ortholog_one2many
ENSDARG00000055292	ENSXETG00000011985	ortholog_one2one
ENSDARG00000040607	ENSXETG00000012028	ortholog_one2one
ENSDARG00000087657	ENSXETG00000019666	ortholog_one2one
ENSDARG00000089525		
ENSDARG00000069552	ENSXETG00000023575	ortholog_one2one
ENSDARG00000070297		
ENSDARG00000045296	ENSXETG00000026806	ortholog_one2one
ENSDARG00000103718	ENSXETG00000004991	ortholog_one2many
ENSDARG00000079125	ENSXETG00000004166	ortholog_one2many
ENSDARG00000010770	ENSXETG00000049010	ortholog_many2many
ENSDARG00000053068	ENSXETG00000039690	ortholog_many2many
ENSDARG00000053068	ENSXETG00000006173	ortholog_many2many
ENSDARG00000071790	ENSXETG00000045617	ortholog_one2many
ENSDARG00000068127		
ENSDARG00000074379	ENSXETG00000031942	ortholog_one2one
ENSDARG00000057075	ENSXETG00000026765	ortholog_one2one
ENSDARG00000102291	ENSXETG00000004674	ortholog_many2many
ENSDARG00000102291	ENSXETG00000044371	ortholog_many2many
ENSDARG00000036338	ENSXETG00000010084	ortholog_one2one
ENSDARG00000087285	ENSXETG00000030826	ortholog_one2many
ENSDARG00000101637	ENSXETG00000045695	ortholog_one2one
ENSDARG00000097646		
ENSDARG00000013434	ENSXETG00000018598	ortholog_one2one
ENSDARG00000038569	ENSXETG00000041883	ortholog_one2many
ENSDARG00000015552	ENSXETG00000020644	ortholog_one2many
ENSDARG00000069089	ENSXETG00000035241	ortholog_one2one
ENSDARG00000071652	ENSXETG00000036359	ortholog_one2one
ENSDARG00000097214		
ENSDARG00000039483		
ENSDARG00000078201		
ENSDARG00000026482	ENSXETG00000011657	ortholog_one2many
ENSDARG00000036155	ENSXETG00000018146	ortholog_one2one
ENSDARG00000104270		
ENSDARG00000095775		
ENSDARG00000094433	ENSXETG00000007792	ortholog_one2many
ENSDARG00000094254		
ENSDARG00000054934	ENSXETG00000038522	ortholog_one2many
ENSDARG00000093440	ENSXETG00000004529	ortholog_one2one
ENSDARG00000041729	ENSXETG00000005757	ortholog_one2one
ENSDARG00000093192		
ENSDARG00000035151	ENSXETG00000025282	ortholog_one2many
ENSDARG00000063445	ENSXETG00000047672	ortholog_one2one
ENSDARG00000058995	ENSXETG00000003687	ortholog_one2one
ENSDARG00000096972		
ENSDARG00000106515		
ENSDARG00000004745	ENSXETG00000011184	ortholog_one2one
ENSDARG00000105807		
ENSDARG00000087921	ENSXETG00000030514	ortholog_one2one
ENSDARG00000097531		
ENSDARG00000111775		
ENSDARG00000058780	ENSXETG00000040616	ortholog_one2one
ENSDARG00000058940	ENSXETG00000045059	ortholog_one2one
ENSDARG00000016545	ENSXETG00000018965	ortholog_one2many
ENSDARG00000100706		
ENSDARG00000090948		
ENSDARG00000056601	ENSXETG00000015020	ortholog_one2one
ENSDARG00000099503		
ENSDARG00000115056		
ENSDARG00000005023	ENSXETG00000020413	ortholog_one2one
ENSDARG00000102066	ENSXETG00000040224	ortholog_one2one
ENSDARG00000009418	ENSXETG00000007038	ortholog_one2many
ENSDARG00000004060	ENSXETG00000035212	ortholog_one2one
ENSDARG00000075403	ENSXETG00000036545	ortholog_one2one
ENSDARG00000042469	ENSXETG00000023839	ortholog_one2one
ENSDARG00000115326	ENSXETG00000045617	ortholog_one2many
ENSDARG00000016656	ENSXETG00000044344	ortholog_one2many
ENSDARG00000016656	ENSXETG00000013803	ortholog_one2many
ENSDARG00000056036	ENSXETG00000014261	ortholog_one2many
ENSDARG00000038898	ENSXETG00000042958	ortholog_one2one
ENSDARG00000004635		
ENSDARG00000067626		
ENSDARG00000026350	ENSXETG00000046239	ortholog_one2many
ENSDARG00000076518	ENSXETG00000009655	ortholog_one2one
ENSDARG00000075450	ENSXETG00000049244	ortholog_one2one
ENSDARG00000079238	ENSXETG00000030125	ortholog_one2one
ENSDARG00000103038	ENSXETG00000003253	ortholog_one2many
ENSDARG00000095386		
ENSDARG00000095451		
ENSDARG00000060411		
ENSDARG00000009342	ENSXETG00000020457	ortholog_one2one
ENSDARG00000010700	ENSXETG00000035807	ortholog_one2one
ENSDARG00000014428		
ENSDARG00000052779	ENSXETG00000004372	ortholog_many2many
ENSDARG00000052779	ENSXETG00000031754	ortholog_many2many
ENSDARG00000052779	ENSXETG00000040015	ortholog_many2many
ENSDARG00000052779	ENSXETG00000049189	ortholog_many2many
ENSDARG00000052779	ENSXETG00000004380	ortholog_many2many
ENSDARG00000052779	ENSXETG00000045920	ortholog_many2many
ENSDARG00000052779	ENSXETG00000016743	ortholog_many2many
ENSDARG00000025386	ENSXETG00000001997	ortholog_one2one
ENSDARG00000096934		
ENSDARG00000002523	ENSXETG00000002228	ortholog_one2one
ENSDARG00000094226		
ENSDARG00000100912	ENSXETG00000025560	ortholog_one2one
ENSDARG00000004176	ENSXETG00000013852	ortholog_one2one
ENSDARG00000012274		
ENSDARG00000013221		
ENSDARG00000099554	ENSXETG00000040736	ortholog_one2one
ENSDARG00000004452	ENSXETG00000006317	ortholog_one2many
ENSDARG00000029370	ENSXETG00000019116	ortholog_one2one
ENSDARG00000051926	ENSXETG00000005654	ortholog_one2one
ENSDARG00000052037		
ENSDARG00000023999	ENSXETG00000014133	ortholog_one2one
ENSDARG00000094894		
ENSDARG00000095090		
ENSDARG00000077372	ENSXETG00000003077	ortholog_one2many
ENSDARG00000099028		
ENSDARG00000116470		
ENSDARG00000069496	ENSXETG00000046568	ortholog_one2one
ENSDARG00000116509		
ENSDARG00000037334	ENSXETG00000046703	ortholog_one2one
ENSDARG00000012367	ENSXETG00000042062	ortholog_one2many
ENSDARG00000043482	ENSXETG00000016436	ortholog_many2many
ENSDARG00000043482	ENSXETG00000040687	ortholog_many2many
ENSDARG00000098567		
ENSDARG00000009443		
ENSDARG00000056087	ENSXETG00000021670	ortholog_one2many
ENSDARG00000002391		
ENSDARG00000103831	ENSXETG00000009602	ortholog_one2one
ENSDARG00000010958	ENSXETG00000023009	ortholog_one2many
ENSDARG00000093023		
ENSDARG00000096758		
ENSDARG00000097940		
ENSDARG00000045140	ENSXETG00000027013	ortholog_one2one
ENSDARG00000078327	ENSXETG00000002232	ortholog_one2many
ENSDARG00000113949		
ENSDARG00000093211		
ENSDARG00000061328	ENSXETG00000000029	ortholog_one2one
ENSDARG00000094704	ENSXETG00000035771	ortholog_one2many
ENSDARG00000056651	ENSXETG00000004362	ortholog_one2many
ENSDARG00000009386	ENSXETG00000031296	ortholog_one2many
ENSDARG00000101733	ENSXETG00000013867	ortholog_one2one
ENSDARG00000097929		
ENSDARG00000043066	ENSXETG00000020301	ortholog_one2one
ENSDARG00000058753		
ENSDARG00000096521		
ENSDARG00000041554	ENSXETG00000034497	ortholog_one2many
ENSDARG00000041554	ENSXETG00000044848	ortholog_one2many
ENSDARG00000097706		
ENSDARG00000090963	ENSXETG00000030377	ortholog_one2many
ENSDARG00000075508	ENSXETG00000047553	ortholog_many2many
ENSDARG00000075508	ENSXETG00000045640	ortholog_many2many
ENSDARG00000075508	ENSXETG00000045042	ortholog_many2many
ENSDARG00000075508	ENSXETG00000043592	ortholog_many2many
ENSDARG00000075508	ENSXETG00000033833	ortholog_many2many
ENSDARG00000075508	ENSXETG00000027962	ortholog_many2many
ENSDARG00000075508	ENSXETG00000047471	ortholog_many2many
ENSDARG00000075508	ENSXETG00000038302	ortholog_many2many
ENSDARG00000075508	ENSXETG00000038981	ortholog_many2many
ENSDARG00000075508	ENSXETG00000041056	ortholog_many2many
ENSDARG00000075508	ENSXETG00000024252	ortholog_many2many
ENSDARG00000075508	ENSXETG00000044756	ortholog_many2many
ENSDARG00000075508	ENSXETG00000047630	ortholog_many2many
ENSDARG00000075508	ENSXETG00000036402	ortholog_many2many
ENSDARG00000075508	ENSXETG00000049291	ortholog_many2many
ENSDARG00000075508	ENSXETG00000043134	ortholog_many2many
ENSDARG00000075508	ENSXETG00000037824	ortholog_many2many
ENSDARG00000094677		
ENSDARG00000018272	ENSXETG00000002960	ortholog_one2one
ENSDARG00000104572		
ENSDARG00000043644	ENSXETG00000010059	ortholog_one2one
ENSDARG00000055989	ENSXETG00000011719	ortholog_one2one
ENSDARG00000077257	ENSXETG00000046538	ortholog_one2many
ENSDARG00000077257	ENSXETG00000031824	ortholog_one2many
ENSDARG00000077257	ENSXETG00000042377	ortholog_one2many
ENSDARG00000077257	ENSXETG00000032320	ortholog_one2many
ENSDARG00000077257	ENSXETG00000046998	ortholog_one2many
ENSDARG00000077257	ENSXETG00000045603	ortholog_one2many
ENSDARG00000077257	ENSXETG00000048544	ortholog_one2many
ENSDARG00000077257	ENSXETG00000046554	ortholog_one2many
ENSDARG00000077257	ENSXETG00000038193	ortholog_one2many
ENSDARG00000077257	ENSXETG00000026528	ortholog_one2many
ENSDARG00000070916	ENSXETG00000021184	ortholog_one2one
ENSDARG00000032849	ENSXETG00000010988	ortholog_one2many
ENSDARG00000038977	ENSXETG00000007731	ortholog_one2many
ENSDARG00000040698	ENSXETG00000008997	ortholog_one2one
ENSDARG00000100292	ENSXETG00000048322	ortholog_one2one
ENSDARG00000070985		
ENSDARG00000054690	ENSXETG00000016584	ortholog_many2many
ENSDARG00000054690	ENSXETG00000016581	ortholog_many2many
ENSDARG00000018534	ENSXETG00000003268	ortholog_one2one
ENSDARG00000093602		
ENSDARG00000104195		
ENSDARG00000042630		
ENSDARG00000078270		
ENSDARG00000016188	ENSXETG00000021579	ortholog_one2many
ENSDARG00000096603	ENSXETG00000036514	ortholog_one2one
ENSDARG00000017490	ENSXETG00000006265	ortholog_one2many
ENSDARG00000075634	ENSXETG00000048842	ortholog_one2many
ENSDARG00000099456		
ENSDARG00000008263	ENSXETG00000000985	ortholog_one2many
ENSDARG00000097226		
ENSDARG00000092285	ENSXETG00000006717	ortholog_one2one
ENSDARG00000092894		
ENSDARG00000029639	ENSXETG00000011867	ortholog_one2one
ENSDARG00000003165	ENSXETG00000013531	ortholog_one2many
ENSDARG00000070025	ENSXETG00000004692	ortholog_one2many
ENSDARG00000102537	ENSXETG00000042921	ortholog_one2many
ENSDARG00000037781	ENSXETG00000007473	ortholog_one2one
ENSDARG00000089875	ENSXETG00000042118	ortholog_many2many
ENSDARG00000089875	ENSXETG00000041726	ortholog_many2many
ENSDARG00000058477		
ENSDARG00000078821	ENSXETG00000048842	ortholog_one2many
ENSDARG00000020924		
ENSDARG00000103074		
ENSDARG00000062636	ENSXETG00000007817	ortholog_one2one
ENSDARG00000074510	ENSXETG00000025586	ortholog_one2many
ENSDARG00000087293	ENSXETG00000045785	ortholog_one2many
ENSDARG00000097662		
ENSDARG00000092067	ENSXETG00000023922	ortholog_one2one
ENSDARG00000096072		
ENSDARG00000005915	ENSXETG00000013589	ortholog_one2many
ENSDARG00000004586	ENSXETG00000018040	ortholog_one2one
ENSDARG00000035132		
ENSDARG00000061197	ENSXETG00000030134	ortholog_one2one
ENSDARG00000094112		
ENSDARG00000061829		
ENSDARG00000028322	ENSXETG00000006309	ortholog_one2one
ENSDARG00000071644		
ENSDARG00000028354	ENSXETG00000024859	ortholog_one2many
ENSDARG00000060383	ENSXETG00000023685	ortholog_one2one
ENSDARG00000087779	ENSXETG00000011707	ortholog_one2one
ENSDARG00000036041	ENSXETG00000001982	ortholog_one2one
ENSDARG00000092131		
ENSDARG00000099388		
ENSDARG00000100725		
ENSDARG00000077926	ENSXETG00000001884	ortholog_one2one
ENSDARG00000099708	ENSXETG00000022646	ortholog_one2one
ENSDARG00000030494	ENSXETG00000040701	ortholog_one2one
ENSDARG00000068098		
ENSDARG00000039352	ENSXETG00000023751	ortholog_one2many
ENSDARG00000028275	ENSXETG00000033000	ortholog_one2many
ENSDARG00000043902	ENSXETG00000038628	ortholog_many2many
ENSDARG00000043902	ENSXETG00000048808	ortholog_many2many
ENSDARG00000043902	ENSXETG00000005392	ortholog_many2many
ENSDARG00000056627	ENSXETG00000007899	ortholog_one2one
ENSDARG00000027638		
ENSDARG00000051861	ENSXETG00000006706	ortholog_one2many
ENSDARG00000056009		
ENSDARG00000105403		
ENSDARG00000027495	ENSXETG00000045777	ortholog_one2many
ENSDARG00000076964	ENSXETG00000002013	ortholog_one2many
ENSDARG00000058297	ENSXETG00000046447	ortholog_one2one
ENSDARG00000105613		
ENSDARG00000095235		
ENSDARG00000104940	ENSXETG00000036075	ortholog_one2one
ENSDARG00000093535		
ENSDARG00000042409	ENSXETG00000006267	ortholog_one2one
ENSDARG00000055857	ENSXETG00000014119	ortholog_one2one
ENSDARG00000025338	ENSXETG00000007202	ortholog_one2one
ENSDARG00000077666		
ENSDARG00000105580		
ENSDARG00000062532		
ENSDARG00000100970		
ENSDARG00000016010	ENSXETG00000001443	ortholog_one2one
ENSDARG00000092998		
ENSDARG00000033251	ENSXETG00000007406	ortholog_one2many
ENSDARG00000097512		
ENSDARG00000062204	ENSXETG00000006704	ortholog_one2one
ENSDARG00000023299	ENSXETG00000045732	ortholog_one2many
ENSDARG00000100170	ENSXETG00000023863	ortholog_one2one
ENSDARG00000007285	ENSXETG00000038041	ortholog_one2one
ENSDARG00000071463		
ENSDARG00000052721	ENSXETG00000004450	ortholog_one2one
ENSDARG00000015955		
ENSDARG00000040027	ENSXETG00000003108	ortholog_one2many
ENSDARG00000095534		
ENSDARG00000092948	ENSXETG00000014367	ortholog_many2many
ENSDARG00000092948	ENSXETG00000008714	ortholog_many2many
ENSDARG00000097553		
ENSDARG00000100368		
ENSDARG00000088245		
ENSDARG00000102130		
ENSDARG00000057586		
ENSDARG00000037238		
ENSDARG00000057098		
ENSDARG00000088307	ENSXETG00000010993	ortholog_one2many
ENSDARG00000037259	ENSXETG00000014726	ortholog_one2one
ENSDARG00000020218	ENSXETG00000020020	ortholog_one2many
ENSDARG00000098681		
ENSDARG00000032155	ENSXETG00000016952	ortholog_one2many
ENSDARG00000097107		
ENSDARG00000101886	ENSXETG00000005533	ortholog_one2one
ENSDARG00000063008		
ENSDARG00000075670	ENSXETG00000011890	ortholog_one2many
ENSDARG00000090673	ENSXETG00000002073	ortholog_one2one
ENSDARG00000011510	ENSXETG00000014793	ortholog_one2one
ENSDARG00000001414	ENSXETG00000024140	ortholog_one2many
ENSDARG00000040555	ENSXETG00000018753	ortholog_one2one
ENSDARG00000004307	ENSXETG00000004522	ortholog_one2one
ENSDARG00000105435		
ENSDARG00000074863	ENSXETG00000022175	ortholog_one2many
ENSDARG00000092311	ENSXETG00000005780	ortholog_one2many
ENSDARG00000096649	ENSXETG00000020592	ortholog_one2many
ENSDARG00000054124	ENSXETG00000047747	ortholog_one2one
ENSDARG00000046133	ENSXETG00000013065	ortholog_one2one
ENSDARG00000098497	ENSXETG00000006040	ortholog_many2many
ENSDARG00000098497	ENSXETG00000021449	ortholog_many2many
ENSDARG00000097875		
ENSDARG00000086091	ENSXETG00000004088	ortholog_one2one
ENSDARG00000023591	ENSXETG00000007693	ortholog_one2one
ENSDARG00000018619	ENSXETG00000036458	ortholog_one2many
ENSDARG00000025301		
ENSDARG00000116095		
ENSDARG00000006889	ENSXETG00000021376	ortholog_one2many
ENSDARG00000026829		
ENSDARG00000102176	ENSXETG00000045043	ortholog_one2one
ENSDARG00000045159	ENSXETG00000016089	ortholog_one2one
ENSDARG00000105463		
ENSDARG00000069922	ENSXETG00000041522	ortholog_one2one
ENSDARG00000044155	ENSXETG00000039765	ortholog_one2one
ENSDARG00000062442	ENSXETG00000032247	ortholog_one2one
ENSDARG00000045401	ENSXETG00000007391	ortholog_one2one
ENSDARG00000042880		
ENSDARG00000044512		
ENSDARG00000003169	ENSXETG00000013130	ortholog_one2many
ENSDARG00000095918		
ENSDARG00000076294	ENSXETG00000012812	ortholog_one2one
ENSDARG00000097441		
ENSDARG00000076627	ENSXETG00000004098	ortholog_one2one
ENSDARG00000094605		
ENSDARG00000019549	ENSXETG00000006275	ortholog_one2one
ENSDARG00000095442		
ENSDARG00000023117	ENSXETG00000012880	ortholog_one2one
ENSDARG00000040730	ENSXETG00000009873	ortholog_one2one
ENSDARG00000092808		
ENSDARG00000094478		
ENSDARG00000016302	ENSXETG00000013602	ortholog_one2one
ENSDARG00000089314	ENSXETG00000003240	ortholog_one2many
ENSDARG00000093243		
ENSDARG00000039827	ENSXETG00000018935	ortholog_one2one
ENSDARG00000054666	ENSXETG00000049165	ortholog_one2one
ENSDARG00000100721	ENSXETG00000007044	ortholog_many2many
ENSDARG00000100721	ENSXETG00000001933	ortholog_many2many
ENSDARG00000029088	ENSXETG00000008432	ortholog_one2one
ENSDARG00000089043	ENSXETG00000023918	ortholog_one2one
ENSDARG00000092257		
ENSDARG00000007576		
ENSDARG00000094878	ENSXETG00000049421	ortholog_one2many
ENSDARG00000005162		
ENSDARG00000101768		
ENSDARG00000095195		
ENSDARG00000032802	ENSXETG00000015700	ortholog_one2one
ENSDARG00000088390	ENSXETG00000045946	ortholog_one2one
ENSDARG00000067850		
ENSDARG00000037033	ENSXETG00000012202	ortholog_one2many
ENSDARG00000029544	ENSXETG00000040416	ortholog_one2many
ENSDARG00000044422	ENSXETG00000020999	ortholog_one2many
ENSDARG00000097445		
ENSDARG00000031698		
ENSDARG00000103667	ENSXETG00000012511	ortholog_one2many
ENSDARG00000102098		
ENSDARG00000105393		
ENSDARG00000026875	ENSXETG00000046498	ortholog_one2many
ENSDARG00000078701	ENSXETG00000032719	ortholog_one2one
ENSDARG00000105345	ENSXETG00000048174	ortholog_one2many
ENSDARG00000056917	ENSXETG00000024429	ortholog_one2many
ENSDARG00000007406	ENSXETG00000049171	ortholog_one2one
ENSDARG00000091777	ENSXETG00000000505	ortholog_one2one
ENSDARG00000002396	ENSXETG00000040646	ortholog_one2one
ENSDARG00000074589	ENSXETG00000009700	ortholog_one2many
ENSDARG00000007359	ENSXETG00000044549	ortholog_one2one
ENSDARG00000030350		
ENSDARG00000037142	ENSXETG00000025737	ortholog_one2one
ENSDARG00000014545	ENSXETG00000038597	ortholog_one2many
ENSDARG00000088029	ENSXETG00000012284	ortholog_one2many
ENSDARG00000101028	ENSXETG00000012848	ortholog_one2many
ENSDARG00000104891		
ENSDARG00000100439	ENSXETG00000046647	ortholog_one2many
ENSDARG00000093954		
ENSDARG00000095245	ENSXETG00000030993	ortholog_many2many
ENSDARG00000095245	ENSXETG00000004663	ortholog_many2many
ENSDARG00000095245	ENSXETG00000044712	ortholog_many2many
ENSDARG00000095245	ENSXETG00000026592	ortholog_many2many
ENSDARG00000095245	ENSXETG00000017103	ortholog_many2many
