EntrezGeneID,GeneSymbol,TranscriptsNumber,UniqueExonsPerGene,MaxExonPerTranscript
5320,PLA2G2A,4,9,6
5321,PLA2G4A,2,19,18
5322,PLA2G5,1,5,5
5324,PLAG1,3,5,5
5325,PLAGL1,27,22,9
5326,PLAGL2,1,3,3
5327,PLAT,3,14,14
5328,PLAU,3,15,11
5329,PLAUR,4,9,7
5330,PLCB2,4,34,32
5331,PLCB3,3,33,32
5332,PLCB4,3,40,38
5333,PLCD1,2,16,15
5334,PLCL1,1,6,6
5335,PLCG1,2,33,32
5336,PLCG2,1,33,33
5337,PLD1,2,27,27
5338,PLD2,2,26,25
5339,PLEC,8,40,33
5340,PLG,2,20,19
5341,PLEK,1,9,9
5342,PLGLB2,1,4,4
5343,PLGLB1,1,4,4
5345,SERPINF2,3,20,10
5346,PLIN1,2,10,9
5347,PLK1,1,10,10
5348,FXYD1,4,12,8
5349,FXYD3,8,16,11
5350,PLN,1,2,2
5351,PLOD1,2,20,20
5352,PLOD2,2,21,20
5354,PLP1,4,10,8
5355,PLP2,1,5,5
5356,PLRG1,2,18,15
5357,PLS1,3,18,16
5358,PLS3,5,23,18
5359,PLSCR1,3,11,9
5360,PLTP,4,19,16
5361,PLXNA1,1,31,31
5362,PLXNA2,1,32,32
5364,PLXNB1,2,39,38
5365,PLXNB3,2,39,37
5366,PMAIP1,1,2,2
5367,PMCH,1,3,3
5368,PNOC,2,6,4
5371,PML,9,17,9
5372,PMM1,1,8,8
5373,PMM2,1,8,8
5375,PMP2,2,4,4
5376,PMP22,6,11,5
5378,PMS1,12,21,14
5393,EXOSC9,2,13,13
5394,EXOSC10,2,25,25
5395,PMS2,14,21,15
5396,PRRX1,2,6,5
5406,PNLIP,1,13,13
5407,PNLIPRP1,2,14,13
5408,PNLIPRP2,1,13,13
5409,PNMT,1,3,3
5411,PNN,1,9,9
5412,UBL3,1,5,5
5413,SEPTIN5,2,16,12
5414,SEPTIN4,10,25,14
5420,PODXL,2,9,9
5422,POLA1,2,38,37
5423,POLB,1,14,14
5424,POLD1,3,29,27
5425,POLD2,3,15,12
5426,POLE,1,49,49
5427,POLE2,5,24,19
5428,POLG,2,25,23
5429,POLH,3,13,11
5430,POLR2A,1,29,29
5431,POLR2B,3,29,26
5432,POLR2C,1,9,9
5433,POLR2D,1,4,4
5434,POLR2E,3,11,8
5435,POLR2F,5,11,6
5436,POLR2G,1,8,8
5437,POLR2H,7,12,6
5438,POLR2I,1,6,6
5439,POLR2J,2,5,4
5440,POLR2K,1,4,4
5441,POLR2L,1,2,2
5442,POLRMT,1,21,21
5443,POMC,4,7,4
5444,PON1,1,9,9
5445,PON2,2,11,9
5446,PON3,1,9,9
5447,POR,2,17,17
5449,POU1F1,2,7,6
5450,POU2AF1,1,5,5
5451,POU2F1,5,20,18
5452,POU2F2,4,18,14
5453,POU3F1,1,1,1
5454,POU3F2,1,1,1
5455,POU3F3,1,1,1
5456,POU3F4,1,1,1
5457,POU4F1,1,2,2
5458,POU4F2,1,2,2
5459,POU4F3,1,2,2
5460,POU5F1,5,19,5
5462,POU5F1B,1,1,1
5463,POU6F1,3,14,11
5464,PPA1,1,11,11
5465,PPARA,4,11,9
5467,PPARD,5,11,9
5468,PPARG,16,20,8
5469,MED1,1,17,17
5470,PPEF2,1,17,17
5471,PPAT,1,11,11
5473,PPBP,1,3,3
5475,PPEF1,3,20,19
5476,CTSA,3,17,15
5478,PPIA,2,8,6
5479,PPIB,1,5,5
5480,PPIC,1,5,5
5481,PPID,1,10,10
5493,PPL,1,22,22
5494,PPM1A,3,10,6
5495,PPM1B,4,10,6
5496,PPM1G,1,10,10
5498,PPOX,10,22,13
5499,PPP1CA,3,8,7
5500,PPP1CB,2,9,9
5501,PPP1CC,2,9,8
5502,PPP1R1A,1,7,7
5504,PPP1R2,4,8,7
5506,PPP1R3A,1,4,4
5507,PPP1R3C,1,2,2
5509,PPP1R3D,1,1,1
5510,PPP1R7,7,12,10
5511,PPP1R8,3,11,7
5514,PPP1R10,1,20,20
5515,PPP2CA,2,9,7
5516,PPP2CB,1,7,7
5518,PPP2R1A,2,17,15
5519,PPP2R1B,5,17,16
5520,PPP2R2A,2,11,10
5521,PPP2R2B,8,19,11
5522,PPP2R2C,6,17,10
5523,PPP2R3A,3,16,14
5524,PTPA,6,14,11
5525,PPP2R5A,2,14,13
5526,PPP2R5B,1,14,14
5527,PPP2R5C,10,24,16
5528,PPP2R5D,4,21,16
5529,PPP2R5E,6,21,14
5530,PPP3CA,3,14,14
5531,PPP4C,5,13,9
5532,PPP3CB,5,19,14
5533,PPP3CC,3,15,15
5534,PPP3R1,1,6,6
5535,PPP3R2,1,1,1
5536,PPP5C,2,13,13
5537,PPP6C,3,10,8
5538,PPT1,3,11,9
5539,PPY,2,6,4
5540,NPY4R,2,4,3
5542,PRB1,2,12,8
5544,PRB3,1,5,5
5545,PRB4,2,8,5
5546,PRCC,1,7,7
5547,PRCP,3,13,10
5549,PRELP,2,4,3
5550,PREP,1,15,15
5551,PRF1,2,5,3
5552,SRGN,3,5,4
5553,PRG2,4,9,6
5554,PRH1,2,13,7
5555,PRH2,1,4,4
5557,PRIM1,1,13,13
5558,PRIM2,3,16,14
5562,PRKAA1,8,15,10
5563,PRKAA2,1,9,9
5564,PRKAB1,1,7,7
5565,PRKAB2,1,8,8
5566,PRKACA,3,12,10
5567,PRKACB,12,19,13
5568,PRKACG,1,1,1
5569,PKIA,2,4,4
5570,PKIB,6,13,8
5571,PRKAG1,3,14,12
5573,PRKAR1A,8,18,12
5575,PRKAR1B,6,17,11
5576,PRKAR2A,4,13,12
5577,PRKAR2B,1,11,11
5578,PRKCA,1,17,17
5579,PRKCB,2,18,17
5580,PRKCD,7,24,20
5581,PRKCE,1,15,15
5582,PRKCG,2,20,19
5583,PRKCH,1,14,14
5584,PRKCI,1,18,18
5585,PKN1,2,23,22
5586,PKN2,4,25,22
5587,PRKD1,3,20,19
5588,PRKCQ,7,23,18
5589,PRKCSH,5,22,18
5590,PRKCZ,8,27,18
5591,PRKDC,2,86,86
5592,PRKG1,2,19,18
5593,PRKG2,7,26,19
5594,MAPK1,2,10,9
5595,MAPK3,3,11,9
5596,MAPK4,3,8,6
5597,MAPK6,1,6,6
5598,MAPK7,4,11,7
5599,MAPK8,17,18,14
5600,MAPK11,1,12,12
5601,MAPK9,13,20,14
5602,MAPK10,9,21,14
5603,MAPK13,1,12,12
5604,MAP2K1,1,11,11
5605,MAP2K2,1,11,11
5606,MAP2K3,3,16,13
5607,MAP2K5,3,23,22
5608,MAP2K6,2,14,12
5609,MAP2K7,3,13,12
5610,EIF2AK2,3,20,17
5611,DNAJC3,1,12,12
5612,THAP12,1,5,5
5613,PRKX,1,9,9
5617,PRL,2,7,6
5618,PRLR,6,14,10
5619,PRM1,1,2,2
5620,PRM2,5,7,2
5621,PRNP,6,5,2
5623,PSPN,1,2,2
5624,PROC,1,9,9
5625,PRODH,2,29,15
5626,PROP1,1,1,1
5627,PROS1,2,18,16
5629,PROX1,2,6,5
5630,PRPH,1,9,9
5631,PRPS1,2,9,7
5634,PRPS2,2,8,7
5635,PRPSAP1,3,12,10
5636,PRPSAP2,17,22,12
5638,PRRG1,5,7,5
5639,PRRG2,2,9,7
5641,LGMN,4,15,15
5644,PRSS1,1,5,5
5645,PRSS2,2,6,6
5646,PRSS3,4,9,6
5648,MASP1,3,18,16
5649,RELN,2,67,65
5650,KLK7,4,9,6
5651,TMPRSS15,1,25,25
5652,PRSS8,1,6,6
5653,KLK6,5,8,7
5654,HTRA1,1,9,9
5655,KLK10,3,10,6
5657,PRTN3,1,5,5
5660,PSAP,3,18,15
5662,PSD,3,22,18
5663,PSEN1,2,13,12
5664,PSEN2,2,15,13
5669,PSG1,5,9,6
5670,PSG2,1,6,6
5671,PSG3,1,7,7
5672,PSG4,4,7,6
5673,PSG5,2,7,6
5675,PSG6,2,7,6
5676,PSG7,2,6,6
5678,PSG9,4,6,6
5680,PSG11,3,7,6
5681,PSKH1,1,3,3
5682,PSMA1,3,13,11
5683,PSMA2,1,8,8
5684,PSMA3,2,12,11
5685,PSMA4,6,16,9
5686,PSMA5,4,11,9
5687,PSMA6,4,11,7
5688,PSMA7,1,7,7
5689,PSMB1,1,6,6
5690,PSMB2,3,8,6
5691,PSMB3,1,6,6
5692,PSMB4,1,7,7
5693,PSMB5,3,7,4
5694,PSMB6,2,7,6
5695,PSMB7,1,8,8
5696,PSMB8,2,7,6
5697,PYY,1,7,7
5698,PSMB9,1,6,6
5699,PSMB10,1,8,8
5700,PSMC1,2,14,12
5701,PSMC2,2,13,12
5702,PSMC3,1,12,12
5704,PSMC4,2,12,11
5705,PSMC5,2,13,12
5706,PSMC6,2,16,14
5707,PSMD1,2,25,25
5708,PSMD2,3,25,21
5709,PSMD3,1,12,12
5710,PSMD4,2,11,10
5711,PSMD5,2,10,10
5713,PSMD7,1,7,7
5714,PSMD8,1,7,7
5715,PSMD9,2,6,6
5716,PSMD10,2,8,5
5717,PSMD11,2,14,14
5718,PSMD12,3,13,13
5719,PSMD13,2,14,13
5720,PSME1,4,24,11
5721,PSME2,1,11,11
5723,PSPH,21,19,11
5724,PTAFR,4,6,3
5725,PTBP1,3,16,15
5726,TAS2R38,1,1,1
5727,PTCH1,9,31,24
5728,PTEN,3,19,9
5729,PTGDR,2,4,3
5730,PTGDS,1,7,7
5731,PTGER1,1,3,3
5732,PTGER2,1,2,2
5733,PTGER3,7,8,5
5734,PTGER4,1,3,3
5737,PTGFR,2,5,4
5738,PTGFRN,1,9,9
5739,PTGIR,1,3,3
5740,PTGIS,1,10,10
5741,PTH,2,5,3
5742,PTGS1,7,18,12
5743,PTGS2,1,10,10
5744,PTHLH,4,9,6
5745,PTH1R,2,17,16
5746,PTH2R,5,17,14
5747,PTK2,63,51,36
5753,PTK6,2,10,8
5754,PTK7,5,22,20
5756,TWF1,2,10,10
5757,PTMA,2,6,5
5763,PTMS,2,8,5
5764,PTN,3,7,5
5768,QSOX1,2,14,13
5770,PTPN1,2,12,10
5771,PTPN2,5,15,11
5774,PTPN3,6,29,26
5775,PTPN4,1,27,27
5777,PTPN6,3,18,16
5778,PTPN7,5,15,10
5780,PTPN9,1,13,13
5781,PTPN11,3,18,16
5782,PTPN12,3,21,18
5783,PTPN13,4,49,48
5784,PTPN14,1,19,19
5786,PTPRA,3,30,28
5787,PTPRB,5,35,34
5788,PTPRC,3,47,30
5789,PTPRD,6,50,46
5790,PTPRCAP,1,2,2
5791,PTPRE,8,31,22
5792,PTPRF,6,41,37
5793,PTPRG,1,30,30
5794,PTPRH,2,20,20
5795,PTPRJ,2,26,25
5796,PTPRK,6,56,33
5797,PTPRM,2,33,33
5798,PTPRN,3,24,23
5799,PTPRN2,5,25,23
5800,PTPRO,6,29,27
5801,PTPRR,4,18,14
5802,PTPRS,4,38,38
5803,PTPRZ1,5,33,31
5805,PTS,1,6,6
5806,PTX3,1,3,3
5810,RAD1,1,6,6
5813,PURA,1,1,1
5814,PURB,1,1,1
5816,PVALB,2,6,5
5817,PVR,4,10,8
5818,NECTIN1,3,10,8
5819,NECTIN2,2,10,9
5822,PWP2,1,21,21
5824,PEX19,2,9,8
5825,ABCD3,2,24,23
5826,ABCD4,23,22,19
5827,PXMP2,1,5,5
5828,PEX2,4,7,5
5829,PXN,4,16,12
5830,PEX5,21,29,18
5831,PYCR1,6,14,8
5832,ALDH18A1,10,21,18
5833,PCYT2,8,17,14
5834,PYGB,1,20,20
5836,PYGL,2,20,20
5837,PYGM,2,23,20
5858,PZP,1,36,36
5859,QARS1,2,25,24
5860,QDPR,2,9,7
5861,RAB1A,2,7,6
5862,RAB2A,2,8,8
5863,RGL2,2,19,18
5864,RAB3A,1,5,5
5865,RAB3B,1,5,5
5866,RAB3IL1,2,11,10
5867,RAB4A,2,11,8
5868,RAB5A,2,8,6
5869,RAB5B,3,8,6
5870,RAB6A,4,10,8
5871,MAP4K2,2,33,32
5872,RAB13,2,10,8
5873,RAB27A,4,11,7
5874,RAB27B,1,6,6
5875,RABGGTA,2,18,17
5876,RABGGTB,1,9,9
5877,RABIF,1,2,2
5878,RAB5C,3,8,7
5879,RAC1,2,7,7
5880,RAC2,1,7,7
5881,RAC3,2,8,6
5883,RAD9A,2,12,11
5884,RAD17,9,24,19
5885,RAD21,1,14,14
5886,RAD23A,3,10,9
5887,RAD23B,3,13,10
5888,RAD51,4,13,10
5889,RAD51C,2,10,9
5890,RAD51B,12,25,12
5891,MOK,9,16,13
5892,RAD51D,3,13,10
5893,RAD52,5,16,12
5894,RAF1,8,22,18
5896,RAG1,1,2,2
5897,RAG2,3,5,3
5898,RALA,1,5,5
5899,RALB,2,5,5
5900,RALGDS,5,22,18
5901,RAN,3,10,7
5902,RANBP1,4,10,6
5903,RANBP2,1,29,29
5905,RANGAP1,3,19,17
5906,RAP1A,5,12,9
5908,RAP1B,6,9,8
5909,RAP1GAP,9,32,29
5910,RAP1GDS1,6,17,15
5911,RAP2A,1,2,2
5912,RAP2B,1,1,1
5913,RAPSN,2,8,8
5914,RARA,4,11,9
5915,RARB,8,19,11
5916,RARG,5,13,10
5917,RARS1,1,15,15
5918,RARRES1,2,8,6
5919,RARRES2,1,6,6
5920,PLAAT4,1,4,4
5921,RASA1,2,26,25
5922,RASA2,3,26,25
5923,RASGRF1,3,31,28
5924,RASGRF2,1,27,27
5925,RB1,1,27,27
5926,ARID4A,3,26,24
5927,KDM5A,1,28,28
5928,RBBP4,3,15,12
5929,RBBP5,3,17,14
5930,RBBP6,3,19,18
5931,RBBP7,2,13,12
5932,RBBP8,3,22,19
5933,RBL1,4,24,22
5934,RBL2,5,25,23
5935,RBM3,1,7,7
5936,RBM4,3,7,4
5937,RBMS1,2,15,14
5939,RBMS2,1,14,14
5940,RBMY1A1,3,25,12
5947,RBP1,4,7,4
5948,RBP2,1,4,4
5949,RBP3,1,4,4
5950,RBP4,3,10,6
5954,RCN1,1,6,6
5955,RCN2,2,8,8
5956,OPN1LW,1,6,6
5957,RCVRN,1,3,3
5959,RDH5,2,5,5
5961,PRPH2,1,3,3
5962,RDX,6,21,16
5965,RECQL,2,17,16
5966,REL,2,11,11
5967,REG1A,1,6,6
5968,REG1B,1,6,6
5970,RELA,4,16,12
5971,RELB,1,11,11
5972,REN,1,10,10
5973,RENBP,1,11,11
5976,UPF1,2,25,24
5977,DPF2,2,12,12
5978,REST,3,6,4
5979,RET,3,22,20
5980,REV3L,4,38,35
5981,RFC1,4,26,25
5982,RFC2,5,13,11
5983,RFC3,2,10,9
5984,RFC4,2,12,11
5985,RFC5,6,16,12
5986,RFNG,1,8,8
5987,TRIM27,1,3,3
5988,RFPL1,1,2,2
5989,RFX1,1,21,21
5990,RFX2,2,18,18
5991,RFX3,4,22,18
5992,RFX4,3,20,18
5993,RFX5,2,13,11
5994,RFXAP,1,3,3
5995,RGR,3,8,7
5996,RGS1,1,5,5
5997,RGS2,1,5,5
5998,RGS3,13,42,26
5999,RGS4,4,10,6
6000,RGS7,9,22,19
6001,RGS10,2,7,5
6002,RGS12,3,20,18
6003,RGS13,2,7,7
6004,RGS16,1,5,5
6005,RHAG,1,10,10
6006,RHCE,5,10,10
6007,RHD,8,17,10
6009,RHEB,1,8,8
6010,RHO,1,5,5
6011,GRK1,1,7,7
6013,RLN1,1,2,2
6014,RIT2,2,8,6
6015,RING1,1,7,7
6016,RIT1,3,7,6
6017,RLBP1,1,9,9
6018,RLF,1,8,8
6019,RLN2,3,5,3
6035,RNASE1,4,5,3
6036,RNASE2,1,2,2
6037,RNASE3,1,2,2
6038,RNASE4,4,5,3
6039,RNASE6,1,2,2
6041,RNASEL,1,7,7
6045,RNF2,1,7,7
6046,BRD2,5,48,14
6047,RNF4,3,11,9
6048,RNF5,1,6,6
6049,RNF6,4,11,6
6050,RNH1,8,25,11
6051,RNPEP,4,15,11
6059,ABCE1,2,18,18
6091,ROBO1,3,35,31
6092,ROBO2,5,32,28
6093,ROCK1,1,33,33
6094,ROM1,1,3,3
6095,RORA,4,16,12
6096,RORB,2,11,10
6097,RORC,2,12,11
6098,ROS1,1,43,43
6100,RP9,1,6,6
6101,RP1,1,4,4
6102,RP2,1,5,5
6103,RPGR,9,23,19
6117,RPA1,3,19,17
6118,RPA2,5,13,9
6119,RPA3,1,8,8
6120,RPE,14,18,8
6121,RPE65,1,14,14
6122,RPL3,2,12,10
6123,RPL3L,1,10,10
6124,RPL4,1,10,10
6125,RPL5,1,8,8
6128,RPL6,8,16,9
6129,RPL7,2,9,7
6130,RPL7A,1,8,8
6132,RPL8,4,9,6
6133,RPL9,2,9,8
6134,RPL10,6,11,7
6135,RPL11,2,7,6
6136,RPL12,1,7,7
6137,RPL13,3,8,7
6138,RPL15,6,8,5
6139,RPL17,16,20,8
6141,RPL18,2,7,7
6142,RPL18A,1,5,5
6143,RPL19,2,8,6
6144,RPL21,1,1,1
6146,RPL22,1,4,4
6147,RPL23A,1,5,5
6150,MRPL23,1,5,5
6152,RPL24,1,6,6
6154,RPL26,3,6,4
6155,RPL27,3,6,5
6156,RPL30,1,5,5
6157,RPL27A,1,5,5
6158,RPL28,6,10,5
6159,RPL29,1,4,4
6160,RPL31,3,8,5
6161,RPL32,3,8,4
6164,RPL34,6,9,6
6165,RPL35A,2,6,5
6166,RPL36AL,1,2,2
6167,RPL37,1,4,4
6168,RPL37A,1,4,4
6169,RPL38,2,6,5
6170,RPL39,1,3,3
6171,RPL41,2,4,4
6173,RPL36A,1,5,5
6175,RPLP0,2,11,8
6176,RPLP1,2,4,4
6181,RPLP2,1,5,5
6182,MRPL12,1,5,5
6183,MRPS12,3,4,3
6184,RPN1,1,10,10
6185,RPN2,9,22,19
6187,RPS2,1,7,7
6188,RPS3,4,13,7
6189,RPS3A,2,7,6
6191,RPS4X,1,7,7
6192,RPS4Y1,1,7,7
6193,RPS5,1,6,6
6194,RPS6,1,6,6
6195,RPS6KA1,3,44,22
6196,RPS6KA2,5,26,23
6197,RPS6KA3,1,22,22
6198,RPS6KB1,16,27,17
6199,RPS6KB2,1,15,15
6201,RPS7,1,7,7
6202,RPS8,1,6,6
6203,RPS9,6,12,5
6204,RPS10,3,8,6
6205,RPS11,1,5,5
6206,RPS12,1,6,6
6207,RPS13,1,6,6
6208,RPS14,3,7,5
6209,RPS15,2,5,4
6210,RPS15A,2,6,5
6217,RPS16,3,7,5
6218,RPS17,1,5,5
6222,RPS18,1,6,6
6223,RPS19,4,10,6
6224,RPS20,2,8,6
6227,RPS21,1,6,6
6228,RPS23,1,4,4
6229,RPS24,6,13,7
6230,RPS25,1,5,5
6231,RPS26,1,4,4
6232,RPS27,3,8,5
6233,RPS27A,3,7,6
6234,RPS28,1,4,4
6235,RPS29,3,7,3
6236,RRAD,2,8,5
6237,RRAS,1,6,6
6238,RRBP1,3,29,26
6239,RREB1,4,14,13
6240,RRM1,4,25,19
6241,RRM2,2,11,10
6242,RTKN,3,15,13
6247,RS1,1,6,6
6248,RSC1A1,1,1,1
6249,CLIP1,3,28,26
6251,RSU1,2,11,9
6252,RTN1,3,12,9
6253,RTN2,3,12,11
6256,RXRA,3,14,10
6257,RXRB,3,29,10
6258,RXRG,3,13,11
6259,RYK,2,16,15
6261,RYR1,2,106,106
6262,RYR2,1,105,105
6263,RYR3,2,104,104
6271,S100A1,1,3,3
6272,SORT1,2,23,20
6273,S100A2,3,5,3
6274,S100A3,1,3,3
6275,S100A4,2,4,4
6276,S100A5,1,4,4
6277,S100A6,1,3,3
6278,S100A7,1,3,3
6279,S100A8,5,8,3
6280,S100A9,1,3,3
6281,S100A10,1,3,3
6282,S100A11,1,3,3
6283,S100A12,1,3,3
6284,S100A13,5,10,5
6285,S100B,1,3,3
6286,S100P,1,2,2
6288,SAA1,3,9,5
6289,SAA2,2,5,4
6291,SAA4,1,4,4
6293,VPS52,4,59,20
6294,SAFB,6,25,21
6295,SAG,1,16,16
6296,ACSM3,2,16,14
6297,SALL2,4,6,4
6299,SALL1,2,5,3
6300,MAPK12,2,13,12
6301,SARS1,2,12,12
6302,TSPAN31,3,8,6
6303,SAT1,1,6,6
6304,SATB1,9,18,12
6305,SBF1,2,42,41
6307,MSMO1,2,8,6
6309,SC5D,2,6,5
6310,ATXN1,3,10,9
6311,ATXN2,4,28,26
6314,ATXN7,3,16,13
6317,SERPINB3,1,8,8
6318,SERPINB4,2,9,8
6319,SCD,1,6,6
6320,CLEC11A,1,4,4
6322,SCML1,4,11,8
6323,SCN1A,15,34,29
6324,SCN1B,3,9,6
6326,SCN2A,5,31,28
6327,SCN2B,1,4,4
6328,SCN3A,3,30,28
6329,SCN4A,1,24,24
6330,SCN4B,3,7,5
6331,SCN5A,7,33,28
6332,SCN7A,1,25,25
6334,SCN8A,4,29,27
6335,SCN9A,2,29,27
6336,SCN10A,3,28,27
6337,SCNN1A,3,16,13
6338,SCNN1B,1,13,13
6339,SCNN1D,1,18,18
6340,SCNN1G,1,13,13
6341,SCO1,1,6,6
6342,SCP2,9,23,16
6343,SCT,1,4,4
6344,SCTR,1,13,13
6345,SRL,3,8,7
6346,CCL1,1,3,3
6347,CCL2,1,3,3
6348,CCL3,1,2,2
6349,CCL3L1,1,3,3
6351,CCL4,1,3,3
6352,CCL5,2,4,4
6354,CCL7,1,3,3
6355,CCL8,1,3,3
6356,CCL11,1,3,3
6357,CCL13,1,3,3
6358,CCL14,2,7,4
6359,CCL15,1,4,4
6360,CCL16,1,3,3
6361,CCL17,1,4,4
6362,CCL18,1,3,3
6363,CCL19,1,4,4
6364,CCL20,2,5,4
6366,CCL21,1,4,4
6367,CCL22,1,3,3
6368,CCL23,2,8,4
6369,CCL24,2,5,4
6370,CCL25,2,7,6
6372,CXCL6,1,4,4
6373,CXCL11,2,5,4
6374,CXCL5,1,4,4
6375,XCL1,1,3,3
6376,CX3CL1,2,5,3
6382,SDC1,2,7,6
6383,SDC2,1,5,5
6385,SDC4,1,5,5
6386,SDCBP,9,17,10
6387,CXCL12,5,9,4
6388,SDF2,1,3,3
6389,SDHA,3,15,15
6390,SDHB,1,8,8
6391,SDHC,5,7,6
6392,SDHD,4,7,5
6396,SEC13,5,15,10
6397,SEC14L1,7,26,20
6398,SECTM1,1,5,5
6399,TRAPPC2,3,9,6
6400,SEL1L,2,23,21
6401,SELE,1,14,14
6402,SELL,1,9,9
6403,SELP,1,17,17
6404,SELPLG,2,3,2
6405,SEMA3F,3,23,19
6406,SEMG1,1,3,3
6407,SEMG2,1,3,3
6414,SELENOP,3,8,6
6415,SELENOW,1,6,6
6416,MAP2K4,2,12,12
6418,SET,5,12,9
6419,SETMAR,6,10,4
6421,SFPQ,1,10,10
6422,SFRP1,1,3,3
6423,SFRP2,1,3,3
6424,SFRP4,1,6,6
6425,SFRP5,1,3,3
6426,SRSF1,2,5,4
6427,SRSF2,2,5,3
6428,SRSF3,1,6,6
6429,SRSF4,1,6,6
6430,SRSF5,3,10,8
6431,SRSF6,1,6,6
6432,SRSF7,3,10,8
6433,SFSWAP,2,19,19
6434,TRA2B,2,9,9
6439,SFTPB,3,14,12
6440,SFTPC,6,7,6
6441,SFTPD,1,8,8
6442,SGCA,2,10,10
6443,SGCB,1,6,6
6444,SGCD,3,11,9
6445,SGCG,1,8,8
6446,SGK1,5,18,14
6447,SCG5,2,7,6
6448,SGSH,3,10,9
6449,SGTA,1,12,12
6450,SH3BGR,5,11,7
6451,SH3BGRL,1,4,4
6452,SH3BP2,4,17,13
6453,ITSN1,7,42,40
6455,SH3GL1,3,12,10
6456,SH3GL2,1,9,9
6457,SH3GL3,9,20,12
6461,SHB,1,6,6
6462,SHBG,8,16,8
6464,SHC1,5,15,13
6468,FBXW4,2,11,9
6469,SHH,2,6,4
6470,SHMT1,3,25,12
6472,SHMT2,5,17,12
6473,SHOX,2,7,6
6474,SHOX2,3,7,6
6476,SI,1,48,48
6477,SIAH1,2,3,2
6478,SIAH2,1,2,2
6480,ST6GAL1,4,11,8
6482,ST3GAL1,2,11,10
6483,ST3GAL2,1,7,7
6484,ST3GAL4,9,19,12
6487,ST3GAL3,22,23,14
6489,ST8SIA1,2,5,5
6490,PMEL,5,15,12
6491,STIL,6,23,19
6492,SIM1,1,11,11
6493,SIM2,2,12,11
6494,SIPA1,2,17,16
6495,SIX1,1,2,2
6496,SIX3,1,2,2
6497,SKI,1,7,7
6498,SKIL,4,10,8
6499,SKIV2L,1,28,28
6500,SKP1,2,8,6
6502,SKP2,3,13,10
6503,SLA,5,10,9
6504,SLAMF1,2,8,8
6505,SLC1A1,1,12,12
6506,SLC1A2,3,15,12
6507,SLC1A3,5,12,10
6508,SLC4A3,3,25,23
6509,SLC1A4,4,11,8
6510,SLC1A5,3,10,8
6511,SLC1A6,3,14,9
6512,SLC1A7,4,14,11
6513,SLC2A1,1,10,10
6514,SLC2A2,3,11,11
6515,SLC2A3,1,10,10
6517,SLC2A4,1,11,11
6518,SLC2A5,5,16,13
6519,SLC3A1,1,10,10
6520,SLC3A2,4,14,12
6521,SLC4A1,1,20,20
6522,SLC4A2,4,26,23
6523,SLC5A1,2,17,15
6524,SLC5A2,1,14,14
6525,SMTN,5,27,21
6526,SLC5A3,1,2,2
6527,SLC5A4,1,15,15
6528,SLC5A5,1,15,15
6529,SLC6A1,5,21,16
6530,SLC6A2,4,17,15
6531,SLC6A3,1,15,15
6532,SLC6A4,1,15,15
6533,SLC6A6,3,19,15
6534,SLC6A7,1,14,14
6535,SLC6A8,3,16,13
6536,SLC6A9,9,19,14
6538,SLC6A11,2,15,14
6539,SLC6A12,4,19,17
6540,SLC6A13,3,18,15
6541,SLC7A1,1,13,13
6542,SLC7A2,5,16,13
6543,SLC8A2,1,10,10
6545,SLC7A4,1,5,5
6546,SLC8A1,18,16,11
6547,SLC8A3,6,13,8
6548,SLC9A1,1,12,12
6549,SLC9A2,1,12,12
6550,SLC9A3,2,18,17
6553,SLC9A5,6,20,16
6554,SLC10A1,1,5,5
6555,SLC10A2,1,6,6
6556,SLC11A1,1,15,15
6557,SLC12A1,2,28,27
6558,SLC12A2,2,27,27
6559,SLC12A3,3,28,26
6560,SLC12A4,5,28,24
6561,SLC13A1,2,20,18
6563,SLC14A1,6,15,11
6564,SLC15A1,1,23,23
6565,SLC15A2,2,22,22
6566,SLC16A1,2,6,5
6567,SLC16A2,1,6,6
6568,SLC17A1,1,13,13
6569,SLC34A1,2,14,13
6570,SLC18A1,4,18,17
6571,SLC18A2,1,16,16
6572,SLC18A3,1,1,1
6573,SLC19A1,6,11,6
6574,SLC20A1,1,11,11
6575,SLC20A2,3,14,11
6576,SLC25A1,3,11,9
6578,SLCO2A1,1,14,14
6579,SLCO1A2,2,17,16
6580,SLC22A1,2,12,11
6581,SLC22A3,1,11,11
6582,SLC22A2,1,11,11
6583,SLC22A4,1,10,10
6584,SLC22A5,2,11,11
6585,SLIT1,1,37,37
6586,SLIT3,2,37,36
6588,SLN,1,2,2
6590,SLPI,1,4,4
6591,SNAI2,1,3,3
6594,SMARCA1,3,27,25
6595,SMARCA2,7,41,34
6596,HLTF,4,30,26
6597,SMARCA4,7,39,36
6598,SMARCB1,4,20,9
6599,SMARCC1,1,28,28
6601,SMARCC2,4,31,30
6602,SMARCD1,2,13,13
6603,SMARCD2,3,15,13
6604,SMARCD3,3,17,14
6605,SMARCE1,1,11,11
6606,SMN1,3,19,9
6607,SMN2,4,17,9
6608,SMO,1,12,12
6609,SMPD1,5,11,6
6610,SMPD2,1,10,10
6611,SMS,2,11,11
6612,SUMO3,2,6,4
6613,SUMO2,2,4,4
6614,SIGLEC1,2,23,22
6615,SNAI1,1,3,3
6616,SNAP25,11,18,10
6617,SNAPC1,1,10,10
6618,SNAPC2,1,5,5
6619,SNAPC3,6,11,9
6620,SNCB,7,10,7
