EntrezGeneID,GeneSymbol,TranscriptsNumber,UniqueExonsPerGene,MaxExonPerTranscript
30931,Tor1a,1,5,5
30932,Zfp330,5,11,10
30933,Tor2a,5,10,5
30934,Tor1b,1,5,5
30935,Tor3a,1,6,6
30936,Slc46a2,1,4,4
30937,Lmcd1,1,6,6
30938,Fgd3,1,18,18
30939,Pttg1,3,9,6
30940,Usp25,1,24,24
30941,Usp21,1,13,13
30942,Hnf4g,1,10,10
30943,Prss30,1,6,6
30944,Zfp354c,1,5,5
30945,Rnf19a,2,10,10
30946,Abt1,1,3,3
30947,Adat1,4,11,10
30948,Bin1,3,19,19
30949,Lcmt1,2,13,11
30951,Cbx8,1,5,5
30952,Cngb3,1,18,18
30953,Schip1,5,12,8
30954,Siva1,2,4,4
30955,Pik3cg,3,13,11
30956,Aass,1,24,24
30957,Mapk8ip3,7,39,33
30959,Ddx25,1,12,12
30960,Vapa,2,7,7
30962,Slc7a9,3,16,14
30963,Hacd1,2,7,7
50490,Nox4,3,22,20
50492,Thop1,1,13,13
50493,Txnrd1,4,19,15
50496,E2f6,1,7,7
50497,Hspa14,2,14,14
50498,Ebi3,1,5,5
50500,Ttpa,2,7,5
50501,Prok2,3,4,4
50505,Ercc4,1,11,11
50518,a,1,4,4
50523,Lats2,2,9,8
50524,Sall2,2,3,2
50525,Spag6l,1,11,11
50527,Ero1l,1,16,16
50528,Tmprss2,1,14,14
50529,Mrps7,1,5,5
50530,Mfap5,2,10,10
50540,Igbp1b,1,1,1
50701,Elane,1,5,5
50702,Cfhr1,1,6,6
50706,Postn,6,24,24
50708,Hist1h1c,1,1,1
50709,Hist1h1e,1,1,1
50720,Sacs,2,11,10
50721,Sirt6,2,11,9
50722,Dkkl1,1,5,5
50723,Icosl,1,7,7
50724,Sap30l,1,4,4
50753,Fbxo8,3,9,7
50754,Fbxw7,3,17,14
50755,Fbh1,5,24,21
50757,Fbxw14,2,11,10
50758,Fbxl17,1,9,9
50759,Fbxo16,3,12,9
50760,Fbxo17,2,9,7
50762,Fbxo6,5,10,6
50764,Fbxo15,2,12,10
50765,Tfr2,5,23,20
50766,Crim1,1,17,17
50767,Pnpla6,6,39,35
50768,Dlc1,3,20,18
50769,Atp8a2,1,36,36
50770,Atp11a,3,32,30
50771,Atp9b,2,30,30
50772,Mapk6,2,7,6
50773,Nt5c,1,5,5
50774,Krtap5-1,1,1,1
50775,Krtap5-4,1,1,1
50776,Polg2,2,10,8
50778,Rgs1,1,5,5
50779,Rgs6,3,19,18
50780,Rgs3,4,28,20
50781,Dkk3,4,10,8
50782,Rgs11,1,17,17
50783,Lsm4,2,7,5
50784,Plpp2,4,8,6
50785,Hs6st1,1,2,2
50786,Hs6st2,4,6,5
50787,Hs6st3,1,2,2
50788,Fbxl8,1,3,3
50789,Fbxl3,5,8,5
50790,Acsl4,3,18,16
50791,Magi2,3,25,23
50793,Orc3,2,21,20
50794,Klf13,1,2,2
50795,Sh3bgr,1,8,8
50796,Dmrt1,1,5,5
50797,Copb2,1,22,22
50798,Gne,3,13,12
50799,Slc25a13,2,19,18
50817,Capn15,2,14,12
50849,Rnf10,3,19,17
50850,Spast,3,18,17
50868,Keap1,4,9,6
50873,Prkn,2,14,12
50874,Tmod4,1,10,10
50875,Tmod3,2,11,11
50876,Tmod2,2,11,10
50877,Neu3,1,3,3
50878,Stag3,1,34,34
50880,Scly,1,12,12
50883,Chek2,2,17,15
50884,Nckap1,4,33,32
50887,Hmgn5,1,6,6
50905,Il17rb,1,11,11
50907,Preb,2,9,9
50908,C1s1,2,13,12
50909,C1ra,1,11,11
50911,Exosc9,1,12,12
50912,Exosc10,3,27,25
50913,Olig2,1,2,2
50914,Olig1,1,1,1
50915,Grb14,1,14,14
50916,Irx4,1,6,6
50917,Galns,2,14,14
50918,Myadm,4,6,3
50926,Hnrnpdl,1,8,8
50927,Nasp,3,17,16
50928,Klrg1,1,5,5
50929,Il22,1,5,5
50930,Tnfsf14,1,4,4
50931,Il27ra,1,14,14
50932,Mink1,4,34,33
50933,Uchl3,1,9,9
50934,Slc7a8,1,11,11
50935,St6galnac6,6,11,7
50995,Uba2,1,17,17
50996,Pdcd7,1,5,5
50997,Mpp2,2,14,13
51786,Cpsf2,1,15,15
51788,H2afz,2,6,5
51789,Tnk2,4,18,16
51791,Rgs14,2,17,15
51792,Ppp2r1a,1,15,15
51793,Ddah2,2,9,7
51795,Srpx,2,10,10
51796,Srrm1,10,24,19
51797,Ctps,2,20,19
51798,Ech1,1,10,10
51799,Rundc3a,4,15,11
51800,Bok,1,5,5
51801,Ramp1,3,6,4
51810,Hnrnpu,1,14,14
51811,Clec4f,1,7,7
51812,Mcrs1,2,15,15
51813,Ccnc,4,15,13
51869,Rif1,3,38,36
51875,Tmem141,2,6,5
51885,Tubgcp4,2,19,18
51886,Fubp1,10,24,21
51897,Atg13,7,19,18
51902,Rnf24,1,6,6
51938,Ccdc39,1,20,20
51944,Knstrn,1,9,9
51960,Kctd18,2,7,7
52004,Cdk2ap2,1,4,4
52009,Jpt2,1,5,5
52013,R3hcc1l,1,7,7
52014,Nus1,1,5,5
52020,Umodl1,1,22,22
52023,Pibf1,1,18,18
52024,Ankrd22,1,6,6
52028,Bbs1,1,17,17
52033,Pbk,1,8,8
52036,Ppp6r3,5,26,25
52040,Ppp1r10,2,20,19
52055,Rab11fip5,2,6,6
52064,Coq5,1,7,7
52065,Mfhas1,2,5,3
52076,Tmem38b,1,6,6
52118,Pvr,1,8,8
52120,Hgsnat,1,18,18
52123,Agpat5,1,8,8
52132,Ccdc97,5,8,7
52150,Kcnk6,1,3,3
52163,Camk1,1,12,12
52174,Tmem222,1,6,6
52184,Odf2l,3,18,17
52187,Rragd,2,8,8
52202,Rbm34,1,11,11
52206,Anapc4,1,28,28
52231,Ankzf1,2,14,13
52245,Commd2,1,5,5
52250,Reep1,1,7,7
52276,Cdca8,1,10,10
52323,Klhl7,2,12,11
52331,Stbd1,1,2,2
52335,Atxn1l,4,5,4
52348,Vps37a,1,12,12
52357,Wwc2,1,23,23
52372,D6Ertd527e,2,3,2
52377,Rcn3,2,8,7
52389,Adgra1,1,8,8
52392,D1Ertd622e,5,6,3
52397,Zfp644,7,12,10
52398,Sept11,4,14,11
52428,Rhpn2,1,15,15
52430,Echdc2,2,12,10
52432,Ppp2r2d,2,12,10
52440,Tax1bp1,3,19,18
52443,Mrpl48,1,8,8
52463,Tet1,1,13,13
52466,Slc46a1,1,5,5
52468,Ctdsp2,2,9,8
52469,Coa3,1,2,2
52477,Angel2,6,16,10
52502,Carhsp1,1,4,4
52504,Cenpo,2,7,7
52513,Ddx56,1,14,14
52521,Zfp622,1,6,6
52530,Nhp2,2,5,4
52535,Mettl17,1,14,14
52538,Acaa2,1,10,10
52551,Sgta,3,14,12
52552,Parp8,1,27,27
52563,Cdc23,1,16,16
52570,Ccdc69,1,7,7
52575,Trmt10c,1,2,2
52585,Dhrs1,1,9,9
52588,Tspan14,2,10,9
52589,Ncald,11,17,8
52592,Brms1l,1,10,10
52609,Cbx7,1,7,7
52614,Adgre4,1,17,17
52615,Suz12,2,16,16
52626,Cdkn2aipnl,1,3,3
52633,Nit2,1,10,10
52635,Esyt2,1,22,22
52637,Cisd1,1,3,3
52639,Wipi1,1,13,13
52653,Nudcd2,2,5,4
52662,Ldlrad4,2,7,6
52665,Echdc1,2,8,6
52666,Arhgef25,4,19,16
52668,Ifi27,7,9,7
52670,Cpsf4l,4,11,8
52679,E2f7,2,13,13
52683,Ncaph2,3,22,20
52685,Cd300lg,4,9,8
52686,Mettl2,1,9,9
52690,Setd3,6,16,14
52696,Zwint,3,10,8
52700,Txndc17,1,4,4
52705,Krr1,1,10,10
52708,Zfp410,4,16,12
52710,Slc52a2,1,5,5
52712,Zkscan6,4,9,8
52713,Ccdc59,1,4,4
52715,Ccdc43,1,5,5
52717,Anapc16,2,5,5
52793,Fam3b,1,8,8
52808,Tspyl2,2,8,7
52815,Ldhd,1,11,11
52822,Rufy3,7,22,18
52829,Lurap1l,1,2,2
52830,Pnrc2,1,3,3
52837,Tmx4,1,8,8
52838,Dnlz,3,4,3
52840,Dbndd2,4,6,4
52846,Cnot11,1,7,7
52850,Sgsm1,5,28,25
52855,Lair1,8,9,8
52856,Mtg2,4,10,10
52857,Gramd1a,2,20,20
52858,Cdipt,2,8,6
52864,Slx4,1,15,15
52874,Pum3,1,18,18
52882,Rgs7bp,1,6,6
52892,Sco1,1,6,6
52897,Rbfox3,6,20,15
52898,Rnasek,1,3,3
52906,Ahi1,3,26,24
52915,Zmiz2,2,20,19
53310,Dlg3,5,25,21
53311,Mybph,2,12,11
53312,Nub1,2,17,15
53313,Atp2a3,3,25,22
53314,Batf,1,3,3
53315,Sult1d1,1,8,8
53317,Plrg1,1,15,15
53318,Pdlim3,1,7,7
53319,Nxf1,2,23,21
53320,Folh1,2,19,19
53321,Cntnap1,1,24,24
53322,Nucb2,2,15,15
53323,Ube2k,3,9,7
53324,Nptx2,1,5,5
53325,Banp,4,15,14
53328,Pgrmc1,1,3,3
53330,Vamp4,4,10,8
53331,Stx7,2,11,10
53332,Mtmr1,6,18,18
53333,Tomm40,2,11,10
53334,Gosr1,2,10,9
53356,Eif3g,1,11,11
53357,Pla2g6,4,20,17
53374,Chst3,1,4,4
53375,Mtx2,1,10,10
53376,Usp2,3,15,13
53378,Sdcbp,2,10,9
53379,Hnrnpa2b1,2,11,11
53380,Psmd10,2,6,5
53381,Prdx4,2,7,7
53382,Txnl1,1,8,8
53404,Atoh7,2,3,2
53412,Ppp1r3c,1,2,2
53413,Exoc7,5,21,21
53414,Bysl,1,7,7
53415,Htatip2,5,9,6
53416,Stk39,1,18,18
53417,Hif3a,2,16,15
53418,B4galt2,2,9,8
53419,Corin,2,23,22
53420,Syt5,2,10,9
53421,Sec61a1,1,12,12
53422,Ybx2,2,10,9
53424,Tsnax,1,6,6
53598,Dctn3,2,8,7
53599,Cd164,1,6,6
53600,Timm23,1,7,7
53601,Pcdh12,1,4,4
53602,Hpcal1,2,5,5
53603,Tslp,1,5,5
53604,Zpbp,2,9,8
53605,Nap1l1,2,16,16
53607,Snrpa,3,9,7
53608,Map3k6,1,29,29
53609,Clasrp,1,21,21
53610,Nono,2,13,12
53611,Vti1a,5,12,9
53612,Vti1b,2,6,6
53614,Reck,1,21,21
53617,Krt35,1,7,7
53618,Fut8,4,16,13
53619,Blcap,2,3,2
53620,Vamp5,2,5,4
53621,Cnot4,5,14,12
53622,Krt85,1,10,10
53623,Gria3,4,18,17
53624,Cldn7,2,5,5
53625,B3gnt2,2,3,2
53626,Insm1,1,1,1
53627,Porcn,5,15,15
53761,Prrc2a,2,32,31
53791,Tlr5,1,4,4
53817,Ddx39b,2,12,11
53856,Prg3,1,6,6
53857,Tuba8,1,5,5
53858,Rwdd2b,1,5,5
53859,Map3k14,1,16,16
53860,Sept9,4,16,12
53861,Zranb2,3,14,11
53867,Col5a3,2,68,67
53868,Rab25,1,5,5
53869,Rab11a,1,5,5
53870,Cntn6,1,23,23
53871,Pkd2l2,2,16,15
53872,Caprin1,5,22,19
53873,Ear7,1,1,1
53876,Ear3,1,1,1
53877,Ear4,1,1,1
53878,Svs2,1,3,3
53880,Naip7,1,15,15
53881,Slc5a3,1,2,2
53883,Celsr2,2,35,34
53885,Nphp1,5,23,20
53886,Cdkl2,3,15,14
53890,Sart3,3,21,19
53892,Ppm1d,1,6,6
53893,Nudt5,1,10,10
53895,Clpp,1,6,6
53896,Slc7a10,1,11,11
53897,Gal3st1,3,5,4
53901,Rcan2,5,9,5
53902,Rcan3,1,5,5
53906,Phgr1,1,4,4
53945,Slc40a1,1,8,8
53951,Gpatch11,1,10,10
53970,Rfx5,4,16,10
53972,Ngef,2,16,15
53973,Cyp3a41a,1,13,13
53975,Ddx20,1,11,11
53978,Lpar2,1,3,3
54003,Nell2,3,23,21
54004,Diaph2,1,27,27
54006,Deaf1,4,18,14
54120,Gipc2,1,6,6
54122,Uevld,1,12,12
54123,Irf7,3,11,10
54124,Cks1b,1,3,3
54125,Polm,1,11,11
54126,Arhgef7,3,25,21
54127,Rps28,2,5,4
54128,Pmm2,2,10,9
54130,Actr1a,2,11,11
54131,Irf3,1,8,8
54132,Pdlim1,1,7,7
54135,Lsr,3,10,10
54137,Acrbp,2,11,10
54138,Atxn10,1,12,12
54139,Irf6,1,8,8
54140,Avpr1a,1,2,2
54141,Spag5,1,24,24
54150,Rdh7,2,5,4
54151,Cyhr1,8,13,5
54152,Dnal4,1,4,4
54153,Rasa4,2,21,21
54156,Egfl6,1,12,12
54159,Rnase2b,1,1,1
54160,Copg2,1,24,24
54161,Copg1,2,25,24
54167,Icos,1,5,5
54169,Kat6b,2,18,17
54170,Rragc,1,7,7
54188,Cpsf4,3,9,8
54189,Rabep1,4,21,19
54192,Pbsn,1,7,7
54194,Akap8l,1,14,14
54195,Gucy1b1,2,15,14
54196,Pabpn1,1,7,7
54197,Rnf5,1,6,6
54198,Snx3,1,4,4
54199,Ccrl2,3,5,3
54200,Sult2b1,2,8,7
54201,Zfp316,1,7,7
54204,Sept1,1,11,11
54208,Arl6ip1,1,6,6
54214,Golga4,1,24,24
54215,Cd160,3,6,5
54216,Pcdh7,4,7,4
54217,Rpl36,1,4,4
54218,B3galt4,1,1,1
54219,Cd320,2,6,5
54324,Arhgef5,1,15,15
54325,Elovl1,3,10,8
54326,Elovl2,2,9,8
54338,Slc23a2,3,18,16
54342,Gnpnat1,1,6,6
54343,Atf7ip,1,15,15
54351,Elp5,2,10,9
54352,Irx5,1,3,3
54353,Skap2,1,13,13
54354,Rassf5,3,8,6
54357,Epb41l4b,2,26,25
54364,Rpp30,1,11,11
54366,Ctnnal1,1,19,19
54367,Zfp326,1,12,12
54368,Gp9,1,2,2
54369,Nme6,1,7,7
54371,Chst2,1,2,2
54373,Prss16,1,12,12
54375,Azin1,3,15,13
54376,Cacng3,1,4,4
54377,Cacng4,1,4,4
54378,Cacng6,1,4,4
54380,Smarcal1,1,17,17
54381,Cpq,2,9,9
54382,Tcstv1,1,2,2
54383,Phc2,3,18,15
54384,Mtmr7,1,14,14
54387,Mcm3ap,1,29,29
54388,Hils1,1,1,1
54390,Sit1,1,5,5
54391,Rfk,1,4,4
54392,Ncapg,1,21,21
54393,Gabbr1,1,23,23
54394,Crlf3,2,8,8
54396,Irgm2,1,2,2
54397,Ppt2,5,13,9
54399,Bet1l,1,4,4
54401,Ywhab,1,6,6
54402,Stk19,1,7,7
54403,Slc4a4,6,31,27
54405,Ndufa1,1,3,3
54409,Ramp2,1,4,4
54411,Atp6ap1,3,11,10
54418,Fmn2,1,18,18
54419,Cldn6,1,3,3
54420,Cldn8,1,1,1
54422,Barhl1,4,8,5
54426,Hgfac,1,14,14
54427,Dnmt3l,6,19,14
54445,Unc93b1,2,13,11
54446,Nfat5,3,20,16
54447,Asah2,1,24,24
54448,Il1f6,1,6,6
54450,Il1f5,3,6,6
54451,Cpsf3,3,22,18
54473,Tollip,2,7,7
54483,Mefv,3,12,10
54484,Mkrn1,2,10,8
54485,Dll4,1,11,11
54486,Hpgds,1,6,6
54519,Apbb1ip,1,14,14
54524,Syt6,6,15,8
54525,Syt7,3,12,11
54526,Syt10,1,7,7
54561,Nap1l3,1,1,1
54562,Lrrc6,1,12,12
54563,Nup210,1,40,40
54598,Calcrl,1,16,16
54601,Foxo4,1,3,3
54604,Pcnx,1,36,36
54607,Socs6,1,3,3
54608,Abhd2,1,11,11
54609,Ubqln2,1,1,1
54610,Tbc1d8,3,23,20
54611,Pde3a,1,16,16
54612,Sfrp5,1,3,3
54613,St3gal6,4,14,12
54614,Prpf40b,6,32,26
54615,Npff,1,3,3
54616,Extl3,2,7,7
54624,Paf1,1,14,14
54630,Prickle3,1,9,9
54631,Nphs1,1,30,30
54632,Ftsj1,2,14,13
54633,Pqbp1,3,9,7
54634,Magix,1,6,6
54635,Pdgfc,2,9,7
54636,Wdr45,4,13,11
54637,Praf2,1,3,3
54638,Ccdc22,1,17,17
54644,Otud5,3,12,10
54645,Gripap1,6,28,26
54646,Ppp1r3f,2,5,4
54648,Ccdc120,1,10,10
54650,Sfmbt1,3,24,22
54651,Usp27x,1,1,1
54652,Cacna1f,1,48,48
54667,Atp8b2,2,29,28
54670,Atp8b1,1,28,28
54672,Adgrg3,1,12,12
54673,Sh3glb1,3,13,11
54678,Zfp108,1,4,4
54683,Prdx5,2,7,6
54698,Crtam,2,11,10
54709,Eif3i,1,11,11
54710,Hs3st3b1,1,2,2
54711,Plagl2,1,3,3
54712,Plxnc1,1,31,31
54713,Fezf2,1,5,5
54720,Rcan1,2,5,4
54721,Tyk2,2,26,25
54722,Gsdme,1,10,10
54723,Tfip11,1,14,14
54725,Cadm1,5,12,12
55925,Syt8,4,13,9
55927,Hes6,3,6,4
55932,Gbp3,4,14,12
55934,Rp9,1,6,6
55935,Fnbp4,1,17,17
55936,Ctps2,5,23,19
55938,Apom,1,6,6
55942,Sertad1,1,2,2
55943,Stx8,5,13,8
55944,Eif3d,1,15,15
55946,Ap3m1,1,9,9
55947,Dclre1a,4,14,10
55948,Sfn,1,1,1
55949,Eef1b2,1,6,6
55950,Bri3,2,4,3
55951,Mpc1,3,9,5
55960,Ebag9,3,9,7
55961,Slc13a1,1,15,15
55963,Slc1a4,1,8,8
55978,Ift20,1,6,6
55979,Agpat1,2,8,7
55980,Impa1,2,9,9
55981,Pigb,1,12,12
55982,Paxip1,1,21,21
55983,Pdzrn3,1,10,10
55984,Camkk1,2,17,17
55985,Cxcl13,1,4,4
55987,Cpxm2,1,14,14
55988,Snx12,3,8,6
55989,Nop58,1,15,15
55990,Fmo2,3,11,9
55991,Panx1,1,5,5
55992,Trim3,5,16,12
55993,Msh4,2,22,21
55994,Smad9,1,6,6
56009,Alyref2,1,1,1
56012,Pgam2,1,3,3
56013,Srcin1,1,20,20
56014,Olfr70,1,2,2
56015,Olfr71,1,1,1
56016,Hebp2,1,4,4
56017,Slc2a8,2,10,10
56018,Stard10,2,10,8
56030,Tmem131,1,41,41
56031,Ppie,1,10,10
56032,Nprl2,1,11,11
56036,Ccnl2,1,11,11
56040,Rplp1,1,3,3
56041,Uso1,1,24,24
56043,Akr1e1,1,10,10
56044,Rala,1,5,5
56045,Samhd1,3,18,17
56046,Uqcc1,4,13,10
56047,Msln,2,18,17
56048,Lgals8,5,13,10
56050,Cyp39a1,3,14,12
56055,Gtpbp2,3,15,12
56057,Btg4,1,5,5
56066,Cxcl11,1,5,5
56068,Ammecr1,1,6,6
56069,Il17b,1,3,3
56070,Tcerg1,3,23,22
56072,Lgals12,2,11,10
56075,Pdss1,2,12,11
56077,Dgke,2,12,11
56078,Car5b,1,8,8
56079,Astn2,2,23,23
56085,Ubqln1,2,11,11
56086,Set,2,9,8
56087,Dnah10,1,79,79
56088,Psmg1,1,7,7
56089,Ramp3,1,3,3
56092,Cts7,2,9,8
56093,Pfpl,1,2,2
56094,Cts8,1,8,8
56095,Ftsj3,1,21,21
56096,Plac1,2,4,3
56149,Grasp,1,8,8
56150,Mad2l1,2,6,6
56173,Cldn14,3,5,3
56174,Nagk,3,13,10
56175,Bace2,1,9,9
56176,Pigp,6,10,5
56177,Olfm1,4,8,6
56183,Nmu,1,10,10
56184,Msgn1,1,1,1
56185,Hao2,1,9,9
56187,Rabggta,3,19,17
56188,Fxyd1,4,10,8
56189,Prodh2,1,10,10
56190,Rbm38,1,4,4
56191,Tro,5,17,14
56193,Plek,1,10,10
56194,Prpf40a,1,26,26
56195,Ptbp2,2,15,14
56196,Tdp2,1,7,7
56198,Heyl,1,5,5
56199,Abcb10,1,13,13
56200,Ddx21,1,15,15
56205,Ensa,2,5,4
56207,Uchl5,2,12,11
56208,Becn1,4,15,12
56209,Gde1,1,6,6
56210,Rev1,3,31,26
56212,Rhog,1,2,2
56213,Htra1,1,9,9
56214,Scamp4,1,7,7
56215,Acin1,6,24,19
56216,Stx1b,1,10,10
56217,Mpp5,1,15,15
56218,Patz1,3,9,5
56219,Extl1,2,12,11
56220,Zfp386,3,6,3
56221,Ccl24,2,5,4
56222,Cited4,1,1,1
56223,Fscn3,1,7,7
56224,Tspan5,1,8,8
56226,Espn,6,19,16
56228,Ube2j1,2,8,8
56229,Thsd1,3,6,5
56233,Hdac7,8,30,26
56248,Ak3,2,6,5
56249,Actr8,1,13,13
56258,Hnrnph2,3,4,4
56264,Cpxm1,1,14,14
56273,Pex14,1,9,9
56274,Stk3,2,12,12
56275,Rbm14,1,3,3
56277,Tmem45a,1,6,6
56278,Gkap1,1,12,12
56279,Dipk1b,1,5,5
56280,Mrpl37,1,7,7
56282,Mrpl12,1,5,5
56284,Mrpl19,1,5,5
56289,Rassf1,2,7,6
56291,Styx,1,11,11
56292,Naa10,3,10,8
56293,Slc35g3,1,2,2
56294,Ptpn9,1,13,13
56295,Higd1a,6,8,6
56296,Dmrtb1,1,4,4
56297,Arl6,2,11,9
56298,Atl2,5,15,14
56299,Fkbpl,1,2,2
56305,Pitpnb,7,17,12
56306,Sinhcaf,3,7,6
56307,Metap2,1,12,12
56309,Mycbp,1,5,5
56310,Gps2,2,11,11
56312,Nupr1,1,3,3
56314,Zfp113,1,5,5
56315,Rhcg,1,11,11
56316,Ggcx,1,15,15
56317,Anapc7,1,11,11
56318,Acpp,2,12,11
56320,Dbn1,3,16,15
56321,Aatf,1,13,13
56322,Timm22,3,6,4
56323,Dnajb5,3,8,5
56324,Stam2,1,14,14
56325,Abcb9,1,12,12
56327,Arl2,1,5,5
56330,Pdcd5,1,6,6
56332,Amotl2,1,10,10
56334,Tmed2,1,4,4
56335,Mettl3,1,11,11
56336,B4galt5,1,9,9
56338,Txnip,2,9,8
56347,Eif3c,1,21,21
56348,Hsd17b12,1,11,11
56349,Net1,2,13,12
56350,Arl3,2,7,7
56351,Ptges3,1,8,8
56353,Rybp,1,5,5
56354,Dnajc7,1,14,14
56356,Gltp,1,5,5
56357,Ivd,1,12,12
56358,Copz2,1,9,9
56360,Acot9,2,18,16
56361,Pus1,6,9,7
56362,Sult1b1,2,9,8
56363,Tmeff2,1,10,10
56364,Zmym3,5,31,25
56365,Clcnkb,1,20,20
56367,Scoc,3,6,4
56368,Cyb561d2,4,6,4
56369,Apip,3,10,7
56370,Tagln3,1,4,4
56371,Fzr1,1,14,14
56372,1110004F10Rik,1,5,5
56373,Cpb2,1,11,11
56374,Tmem59,1,8,8
56375,B4galt4,2,8,7
56376,Pdlim5,9,21,16
56378,Arpc3,1,7,7
56379,Kcnj1,2,4,2
56380,Arid3b,1,8,8
56381,Spen,2,16,16
56382,Rab9,1,3,3
56384,Letm1,1,14,14
56386,B4galt6,1,9,9
56388,Cyp3a25,1,13,13
56389,Stx5a,2,11,11
56390,Znrd2,1,4,4
56392,Shoc2,3,11,10
56395,Tmem115,1,2,2
56397,Morf4l2,7,8,4
56398,Chp1,1,7,7
56399,Akap8,2,14,14
56401,P3h1,4,20,16
56403,Syncrip,4,14,12
56404,Trip4,3,18,16
56405,Dusp14,1,3,3
56406,Ncoa6,2,14,14
56407,Trpc4ap,2,20,19
56409,Nudt3,2,7,5
56410,Cbln3,1,3,3
56412,Noa1,1,7,7
56417,Adar,4,19,15
56418,Ykt6,1,7,7
56419,Diaph3,1,28,28
56420,Ppp4c,2,10,9
56421,Pfkp,2,23,22
56422,Hbs1l,3,20,18
56424,Stub1,1,7,7
56426,Pdcd10,1,8,8
56427,Tubd1,4,11,10
56428,Mtch2,5,18,13
56429,Dpt,1,4,4
56430,Clip1,8,29,25
56431,Dstn,1,4,4
56433,Vps29,3,6,5
56434,Tspan3,1,7,7
56436,Adrm1,1,10,10
56437,Rrad,1,5,5
56438,Rbx1,1,5,5
56440,Snx1,1,15,15
56441,Naa80,1,2,2
56442,Serinc1,1,9,9
56443,Arpc1a,1,10,10
56444,Actr10,1,13,13
56445,Dnaja2,1,9,9
56447,Copz1,2,10,9
56448,Cyp2d22,2,11,10
56449,Ybx3,2,10,10
56451,Suclg1,1,9,9
56452,Orc6,2,9,7
56453,Mbtps1,2,24,24
56454,Aldh18a1,2,20,19
56455,Dynll1,1,3,3
56456,Actl6a,1,14,14
56457,Clptm1,1,14,14
56458,Foxo1,1,3,3
56459,Sae1,3,11,10
56460,Pkp3,2,15,14
56461,Kcnip3,3,11,9
56462,Mtch1,4,14,12
56463,Snd1,1,24,24
56464,Ctsf,1,14,14
56468,Socs5,1,3,3
56469,Pias1,1,14,14
56470,Rgs19,7,9,6
56471,Stmn4,3,9,7
56473,Fads2,1,12,12
56480,Tbk1,1,21,21
56484,Foxo3,1,4,4
56485,Slc2a5,1,14,14
56486,Gabarap,1,4,4
56488,Nxt1,2,4,3
56489,Ikbke,1,22,22
56490,Zbtb20,3,13,11
56491,Vapb,1,6,6
56492,Cldn18,4,7,5
56494,Gosr2,10,11,6
56495,Asna1,3,9,7
56496,Tspan6,1,8,8
56501,Elf4,1,9,9
56503,Ankrd49,2,4,3
56504,Srpk3,1,15,15
56505,Ruvbl1,1,11,11
56506,Cib2,1,6,6
56508,Rapgef4,5,33,31
56513,Pard6a,5,8,3
56515,Rnf138,4,11,7
56516,Rbms2,2,15,14
56517,Slc22a21,2,10,10
56519,Defb4,1,2,2
56520,Nme4,1,5,5
56522,Papolb,1,1,1
56523,Pmfbp1,1,21,21
56524,Mpp6,5,16,14
56525,Zfp235,2,6,6
56526,Sept6,7,15,11
56527,Mast1,1,26,26
56529,Sec11a,1,6,6
56530,Cnpy2,1,6,6
56531,Ylpm1,2,21,21
56532,Ripk3,3,12,10
56533,Rgs17,2,6,6
56534,Hspb3,1,1,1
56535,Pex3,3,14,12
56538,Klk11,2,7,6
56541,Habp4,1,8,8
56542,Ick,2,15,14
56543,Kcnd3,2,8,7
56544,Vmn2r1,1,6,6
56546,Sec1,1,4,4
56550,Ube2d2a,1,7,7
56551,Txn2,1,4,4
56552,Vmn2r26,1,6,6
56554,Raet1d,1,7,7
56612,Pfdn5,1,6,6
56613,Rps6ka4,1,18,18
56615,Mgst1,5,10,5
56619,Clec4e,1,6,6
56620,Clec4n,3,6,6
56622,Adam21,1,2,2
56626,Poll,3,11,10
56629,Dnase2b,1,7,7
56631,Trim17,1,7,7
56632,Sphk2,3,8,7
56635,Prl2a1,1,5,5
56636,Fgf21,1,3,3
56637,Gsk3b,2,12,12
56640,Klk4,1,6,6
56642,Ankrd2,1,9,9
56643,Slc15a1,1,23,23
56644,Clec7a,2,6,6
56690,Mlycd,2,7,5
56691,Dnajb8,1,1,1
56692,Lamtor3,1,7,7
56693,Crtap,1,7,7
56695,Pnkd,3,12,10
56696,Gpr132,1,3,3
56697,Akap10,1,15,15
56698,Phax,2,6,5
56699,Cdc42ep4,2,3,2
56700,Glmp,1,6,6
56702,Hist1h1b,1,1,1
56703,Pigo,3,14,11
56705,Ranbp9,1,14,14
56706,Ccnl1,3,13,12
56707,Zfp111,2,6,4
56708,Clcf1,3,7,4
56709,Dnajb12,1,9,9
56710,Brinp1,1,8,8
56711,Plag1,1,6,6
56715,Rabgef1,3,11,9
56716,Mlst8,4,11,9
56717,Mtor,1,58,58
56720,Tdo2,1,12,12
56722,Litaf,1,4,4
56724,Cript,1,5,5
56726,Sh3bgrl,1,4,4
56727,Miox,1,10,10
56734,Tulp2,5,21,14
56735,Krt71,1,9,9
56736,Rnf14,9,15,11
56737,Alg2,2,3,2
56738,Mocs1,2,13,11
56739,Rec8,3,23,20
56741,Igdcc4,2,21,20
56742,Psrc1,2,9,8
56743,Lat2,2,13,13
56744,Pf4,1,3,3
56745,C1qtnf1,3,6,4
56746,Tex101,1,6,6
56747,Sez6l,3,18,17
56748,Nfu1,2,9,8
56749,Dhodh,1,9,9
56752,Aldh9a1,1,11,11
